Stock_ID,Item_Name,Category,Quantity_Available,Restock_Threshold,Purchase_Cost,Selling_Price,Date_Added,Supplier,Defective_Stock
3843.0,Stainless Steel Knob,Others,174.0,20.0,611.0,872.464825734702,2024-10-01,Amrit Singh (Punjab),2.0
4191.0,Tower Bolt Premium,Knob,99.0,20.0,146.0,252.262294247149,2024-10-02,Abdul Khan (Hyderabad),4.0
5203.0,Antique Handle,Handles,744.0,50.0,614.0,920.489857365855,2024-10-02,Veeran Gowda (Karnataka),9.0
3820.0,Ultra Modern Handle,Accessories,686.0,30.0,191.0,298.639688653126,2024-10-02,Rahul (AP),6.0
4778.0,Ultra Modern Handle,Others,51.0,33.70809484873263,293.0,563.322937094783,2024-10-02,Rahul (AP),3.0
2158.0,Khutti,Kadi,382.0,10.0,893.0,1416.39566722144,2024-10-02,Veeran Gowda (Karnataka),3.0
2880.0,Economy Kadi,Accessories,585.0,5.0,720.0,1169.54355877848,2024-10-02,Rahul (AP),0.0
3207.0,Tower Bolt Premium,Accessories,190.0,10.0,937.0,1698.93026765777,2024-10-02,Venkatesh Gopal (Telangana),1.0
5737.0,Main Door Handle,Knob,233.0,50.0,683.0,1101.96353110809,2024-10-02,Shukla (Gujarat),2.0
1568.0,Cross Knob,Knob,554.0,20.0,830.0,1559.33602386706,2024-10-02,Iyer (Chennai),2.0
4863.0,Designer Knob,Accessories,435.0,50.0,677.0,986.791179649149,2024-10-02,Veeran Gowda (Karnataka),1.0
2248.0,Key Stand,Handles,652.0,5.0,318.0,518.499762414309,2024-10-02,Abdul Khan (Hyderabad),9.0
5704.0,Economy Kadi,Accessories,320.0,20.0,605.0,1121.9107966315,2024-10-02,Amrit Singh (Punjab),4.0
1211.0,Ultra Modern Handle,Accessories,619.0,100.0,156.0,285.10541409041,2024-10-02,Amrit Singh (Punjab),9.0
4072.0,Cross Knob,Kadi,994.0,100.0,306.0,529.513694589553,2024-10-02,Abdul Khan (Hyderabad),5.0
4856.0,Main Door Handle,Accessories,138.0,20.0,646.0,1284.79035974087,2024-10-02,Amrit Singh (Punjab),6.0
5050.0,Stainless Steel Knob,Kadi,296.0,30.0,466.0,793.756172028136,2024-10-02,Rajavardhan (Chennai),6.0
2923.0,Ultra Modern Handle,Others,195.0,100.0,288.0,449.957458420307,2024-10-02,Rahul (AP),0.0
5052.0,KH-1239,Accessories,306.0,20.0,496.0,951.494609851993,2024-10-02,Abdul Khan (Hyderabad),2.0
5837.0,Kadi Deluxe,Handles,243.0,50.0,971.0,1914.58528909805,2024-10-02,Amrit Singh (Punjab),0.0
3183.0,Economy Kadi,Knob,894.0,30.0,216.0,387.253818591577,2024-10-02,Rajavardhan (Chennai),7.0
5810.0,Profile Handle,Accessories,756.0,30.0,266.0,467.033450580289,2024-10-02,Tiwary (Mumbai),9.0
3303.0,Kadi Deluxe,Others,140.0,30.0,169.0,250.001620244666,2024-10-02,Shukla (Gujarat),0.0
1262.0,KH-1239,Kadi,241.0,100.0,593.0,947.653566872909,2024-10-02,Abdul Khan (Hyderabad),8.0
4970.0,Sofa Leg,Handles,325.0,10.0,128.0,251.856814494377,2024-10-02,Abdul Khan (Hyderabad),3.0
4553.0,Kadi Deluxe,Accessories,185.0,100.0,281.0,535.36073859094,2024-10-02,Venkatesh Gopal (Telangana),0.0
5443.0,Brass Khutti,Knob,566.0,10.0,657.0,1060.53050999095,2024-10-02,Veeran Gowda (Karnataka),3.0
3327.0,Profile Handle,Kadi,980.0,100.0,941.0,1526.80012969272,2024-10-02,Venkatesh Gopal (Telangana),6.3696362893338785
4431.0,Economy Kadi,Handles,120.0,50.0,231.0,428.692792161726,2024-10-02,Amrit Singh (Punjab),6.0
2962.0,Tower Bolt,Knob,341.0,20.0,633.0,1081.0410509077,2024-10-02,Veeran Gowda (Karnataka),5.0
2355.0,Economy Kadi,Others,293.0,30.0,96.0,158.410239595147,2024-10-02,Venkatesh Gopal (Telangana),8.0
5419.0,Cross Knob,Others,474.0,50.0,911.0,1482.00804632903,2024-10-02,Hameesh (Kerala),7.0
1811.0,Gold Plated Handle,Handles,473.0,5.0,230.0,445.82806187222,2024-10-02,Rahul (AP),12.0
1657.0,Gold Plated Handle,Knob,211.0,50.0,308.0,437.442133385023,2024-10-02,Rahul (AP),15.5
2666.0,Designer Knob,Handles,276.0,30.0,752.0,1092.82704048312,2024-10-02,Venkatesh Gopal (Telangana),2.0
5599.0,Antique Handle,Accessories,549.0,20.0,560.0,1106.92155081004,2024-10-02,Hameesh (Kerala),0.0
1430.0,Ultra Modern Handle,Knob,515.1638406537282,20.0,876.0,1616.84974276413,2024-10-03,Tiwary (Mumbai),6.0
4069.0,Gold Plated Handle,Handles,195.0,30.0,298.0,589.68191225303,2024-10-03,Rajavardhan (Chennai),4.0
5180.0,Economy Kadi,Knob,608.0,10.0,684.0,1077.479481814,2024-10-03,Amrit Singh (Punjab),3.0
5565.0,Gold Plated Handle,Handles,449.0,100.0,150.0,215.605149530291,2024-10-03,Shukla (Gujarat),2.0
1587.0,Sofa Leg,Accessories,797.0,30.0,176.0,348.423065069095,2024-10-03,Amrit Singh (Punjab),3.0
5065.0,Decorative Kadi,Handles,560.0,20.0,493.0,935.193870310575,2024-10-03,Shukla (Gujarat),6.3696362893338785
3498.0,Profile Handle,Others,766.0,100.0,125.0,207.0927890327,2024-10-03,Rahul (AP),15.5
3792.0,Kadi Deluxe,Others,8.0,10.0,63.0,114.190498017501,2024-10-03,Shukla (Gujarat),8.0
3525.0,Gold Plated Handle,Knob,203.0,33.70809484873263,531.0,1046.62051246232,2024-10-03,Amrit Singh (Punjab),4.0
3592.0,Antique Handle,Kadi,313.0,20.0,123.0,228.509858924584,2024-10-03,Abdul Khan (Hyderabad),9.0
1029.0,Main Door Handle,Accessories,935.0,50.0,634.0,998.747708028101,2024-10-03,Iyer (Chennai),6.0
1910.0,Antique Handle,Accessories,874.0,100.0,72.0,132.191762076494,2024-10-03,Rajavardhan (Chennai),7.0
5557.0,Kadi Deluxe,Accessories,98.0,20.0,445.0,826.402470944491,2024-10-03,Tiwary (Mumbai),15.5
3907.0,Brass Khutti,Handles,284.0,100.0,408.0,796.304688740314,2024-10-03,Tiwary (Mumbai),15.5
1686.0,Economy Kadi,Handles,44.0,5.0,511.0,928.489708563327,2024-10-03,Iyer (Chennai),1.0
5318.0,Main Door Handle,Others,261.0,10.0,359.0,708.23208408935,2024-10-03,Rahul (AP),12.0
5317.0,Traditional Handle,Accessories,23.0,5.0,459.0,871.019982696548,2024-10-03,Venkatesh Gopal (Telangana),0.0
4308.0,Khutti,Others,552.0,50.0,55.0,96.8985407212983,2024-10-03,Tiwary (Mumbai),15.5
4809.0,Designer Knob,Kadi,363.0,15.0,602.0,923.077443329719,2024-10-03,Tiwary (Mumbai),15.5
2177.0,Main Door Handle,Handles,705.0,100.0,300.0,534.436486653395,2024-10-03,Veeran Gowda (Karnataka),3.0
3709.0,KH-1239,Accessories,379.0,50.0,649.0,1181.58666978556,2024-10-03,Abdul Khan (Hyderabad),8.0
1010.0,Khutti,Others,898.0,100.0,851.0,1599.45520407423,2024-10-03,Abdul Khan (Hyderabad),0.0
1019.0,Brass Khutti,Others,785.0,15.0,127.0,190.873034068734,2024-10-03,Hameesh (Kerala),0.0
4117.0,Tower Bolt Premium,Knob,224.0,30.0,885.0,1492.10036805801,2024-10-03,Veeran Gowda (Karnataka),1.0
1060.0,Ultra Modern Handle,Accessories,28.0,5.0,698.0,1154.87886187137,2024-10-03,Tiwary (Mumbai),15.5
3430.0,Brass Khutti,Kadi,64.0,100.0,728.0,1046.37218060484,2024-10-03,Rajavardhan (Chennai),0.0
2798.0,Stainless Steel Knob,Handles,816.0,20.0,848.0,1316.77689228077,2024-10-03,Rajavardhan (Chennai),0.0
3445.0,Gold Plated Handle,Kadi,342.0,30.0,998.0,1601.07815830804,2024-10-03,Tiwary (Mumbai),15.0
1260.0,KH-1239,Handles,465.0,33.70809484873263,66.0,106.816473387273,2024-10-03,Veeran Gowda (Karnataka),0.0
1417.0,Main Door Handle,Handles,456.0,5.0,758.0,1134.84145462756,2024-10-03,Shukla (Gujarat),6.0
1217.0,Tower Bolt,Knob,840.0,10.0,306.0,594.535962315481,2024-10-03,Rajavardhan (Chennai),9.0
4184.0,Kadi Deluxe,Accessories,122.0,20.0,667.0,1258.52489169906,2024-10-03,Amrit Singh (Punjab),7.0
1717.0,Designer Knob,Knob,616.0,33.70809484873263,772.0,1439.55638868523,2024-10-03,Hameesh (Kerala),1.0
2941.0,Main Door Handle,Others,2.0,20.0,393.0,697.891550648979,2024-10-03,Abdul Khan (Hyderabad),5.0
1823.0,Tower Bolt Premium,Knob,65.0,15.0,965.0,1793.71635847344,2024-10-03,Abdul Khan (Hyderabad),1.0
2843.0,KH-1239,Kadi,414.0,33.70809484873263,855.0,1564.3813006911,2024-10-03,Rahul (AP),9.0
5276.0,Tower Bolt Premium,Knob,137.0,20.0,628.0,998.879593943875,2024-10-03,Shukla (Gujarat),5.0
1573.0,KH-1239,Kadi,430.0,20.0,702.0,1113.48663607645,2024-10-03,Shukla (Gujarat),2.0
1226.0,Profile Handle,Kadi,552.0,50.0,868.0,1511.639195287,2024-10-03,Amrit Singh (Punjab),8.0
4864.0,Tower Bolt,Handles,918.0,100.0,550.3627090983272,938.1125189081474,2024-10-03,Shukla (Gujarat),4.0
1937.0,Antique Handle,Kadi,798.0,15.0,277.0,548.413362415474,2024-10-03,Abdul Khan (Hyderabad),9.0
3378.0,Brass Khutti,Others,167.0,20.0,254.0,486.530307914672,2024-10-03,Amrit Singh (Punjab),3.0
3915.0,Ultra Modern Handle,Others,763.0,100.0,902.0,1637.21960430678,2024-10-03,Veeran Gowda (Karnataka),6.0
5483.0,Economy Kadi,Kadi,602.0,5.0,304.0,573.185383827495,2024-10-03,Abdul Khan (Hyderabad),8.0
1625.0,Antique Handle,Handles,180.0,5.0,496.0,708.939552080402,2024-10-04,Rajavardhan (Chennai),1.0
2230.0,Brass Khutti,Kadi,930.0,30.0,929.0,1345.2500411706,2024-10-04,Abdul Khan (Hyderabad),5.0
3168.0,Kadi Deluxe,Handles,171.0,15.0,312.0,465.660770197909,2024-10-04,Amrit Singh (Punjab),5.0
1814.0,Tower Bolt,Accessories,108.0,100.0,198.0,328.669459392809,2024-10-04,Amrit Singh (Punjab),4.0
4750.0,Profile Handle,Knob,805.0,30.0,550.3627090983272,938.1125189081474,2024-10-04,Amrit Singh (Punjab),0.0
5763.0,Economy Kadi,Others,584.0,10.0,164.0,317.320603720638,2024-10-04,Amrit Singh (Punjab),5.0
2386.0,Decorative Kadi,Accessories,83.0,50.0,729.0,1268.02320218271,2024-10-04,Rajavardhan (Chennai),2.0
4944.0,Traditional Handle,Knob,248.0,5.0,828.0,1458.52418737792,2024-10-04,Rahul (AP),15.5
2938.0,Sofa Leg,Knob,408.0,5.0,923.0,1455.936996755,2024-10-04,Iyer (Chennai),8.0
3819.0,Cross Knob,Others,129.0,5.0,992.0,1460.71819591603,2024-10-04,Abdul Khan (Hyderabad),6.0
2364.0,Khutti,Others,615.0,15.0,721.0,1302.71665128053,2024-10-04,Tiwary (Mumbai),15.5
2975.0,Stainless Steel Knob,Handles,788.0,50.0,560.0,832.534169657455,2024-10-04,Veeran Gowda (Karnataka),1.0
2870.0,Kadi Deluxe,Knob,33.0,10.0,699.0,1372.57777479971,2024-10-04,Rahul (AP),12.0
5627.0,Gold Plated Handle,Kadi,904.0,15.0,749.0,1334.66167707176,2024-10-04,Abdul Khan (Hyderabad),6.0
3744.0,Designer Knob,Accessories,716.0,50.0,647.0,1240.09500086548,2024-10-04,Shukla (Gujarat),6.0
5690.0,Sofa Leg,Accessories,708.0,30.0,53.0,85.8924389105125,2024-10-04,Amrit Singh (Punjab),1.0
4386.0,Economy Kadi,Knob,961.0,5.0,837.0,1477.98842876043,2024-10-04,Shukla (Gujarat),7.0
1992.0,Decorative Kadi,Knob,513.0,100.0,118.0,184.40327965144,2024-10-04,Hameesh (Kerala),8.0
1648.0,Brass Khutti,Accessories,241.0,20.0,184.0,355.185641273667,2024-10-04,Shukla (Gujarat),0.0
3665.0,Sofa Leg,Knob,829.0,15.0,785.0,1365.39821213794,2024-10-04,Abdul Khan (Hyderabad),0.0
1854.0,Designer Knob,Accessories,598.0,20.0,740.0,1236.9354309933,2024-10-04,Iyer (Chennai),3.0
2482.0,Designer Knob,Others,167.0,30.0,420.0,626.473541322514,2024-10-04,Rahul (AP),12.0
5043.0,Decorative Kadi,Accessories,962.0,50.0,835.0,1380.10738090725,2024-10-04,Rajavardhan (Chennai),2.0
3157.0,Khutti,Kadi,621.0,10.0,170.0,290.835375919816,2024-10-04,Veeran Gowda (Karnataka),4.0
4563.0,Designer Knob,Accessories,929.0,100.0,114.0,173.718677951644,2024-10-04,Abdul Khan (Hyderabad),1.0
2689.0,Brass Khutti,Handles,809.0,30.0,769.0,1446.45928293633,2024-10-04,Shukla (Gujarat),0.0
5882.0,Tower Bolt,Others,865.0,20.0,506.0,922.854830644404,2024-10-04,Rahul (AP),9.0
5971.0,Antique Handle,Knob,271.0,100.0,551.0,1055.17131841916,2024-10-04,Amrit Singh (Punjab),1.0
4649.0,Profile Handle,Handles,97.0,15.0,783.0,1397.74345286375,2024-10-04,Rajavardhan (Chennai),7.0
1105.0,Designer Knob,Others,139.0,30.0,531.0,1018.22662414558,2024-10-04,Iyer (Chennai),7.0
3513.0,Kadi Deluxe,Accessories,156.0,50.0,658.0,948.038598188395,2024-10-04,Iyer (Chennai),2.0
3236.0,Tower Bolt Premium,Kadi,187.0,15.0,274.0,520.544314349875,2024-10-04,Rahul (AP),12.0
5232.0,Decorative Kadi,Handles,151.0,10.0,53.0,99.1943888614221,2024-10-04,Amrit Singh (Punjab),7.0
2534.0,Tower Bolt Premium,Handles,182.0,30.0,377.0,546.90021928465,2024-10-04,Rajavardhan (Chennai),8.0
5937.0,Profile Handle,Knob,871.0,50.0,250.0,407.391939509189,2024-10-04,Tiwary (Mumbai),15.5
5255.0,Decorative Kadi,Kadi,998.0,50.0,405.0,748.422120935955,2024-10-04,Rahul (AP),15.5
2058.0,Antique Handle,Kadi,876.0,50.0,712.0,1321.03329092699,2024-10-04,Iyer (Chennai),0.0
4788.0,Brass Khutti,Accessories,754.0,5.0,856.0,1417.21723845207,2024-10-05,Amrit Singh (Punjab),6.0
2538.0,Traditional Handle,Others,515.1638406537282,15.0,591.0,1170.87086061624,2024-10-05,Iyer (Chennai),6.0
4934.0,Tower Bolt Premium,Knob,116.0,15.0,892.0,1677.86120154774,2024-10-05,Rahul (AP),15.0
1679.0,Key Stand,Accessories,722.0,50.0,620.0,1213.31935686913,2024-10-05,Tiwary (Mumbai),0.0
2865.0,Main Door Handle,Knob,691.0,5.0,752.0,1139.86820319606,2024-10-05,Hameesh (Kerala),9.0
5716.0,Cross Knob,Kadi,552.0,5.0,433.0,829.496943146701,2024-10-05,Venkatesh Gopal (Telangana),9.0
5029.0,Antique Handle,Handles,610.0,15.0,787.0,1316.06280890077,2024-10-05,Abdul Khan (Hyderabad),4.0
5385.0,Tower Bolt,Kadi,155.0,30.0,547.0,783.852560779978,2024-10-05,Iyer (Chennai),7.0
2524.0,Ultra Modern Handle,Others,515.1638406537282,100.0,317.0,598.83688032078,2024-10-05,Amrit Singh (Punjab),6.0
3663.0,Brass Khutti,Handles,377.0,20.0,648.0,1105.75111290674,2024-10-05,Rajavardhan (Chennai),9.0
4090.0,Designer Knob,Handles,214.0,30.0,736.0,1101.44207942069,2024-10-05,Amrit Singh (Punjab),7.0
2453.0,Brass Khutti,Accessories,10.0,100.0,804.0,1354.49075265203,2024-10-05,Iyer (Chennai),2.0
3239.0,Antique Handle,Kadi,48.0,10.0,926.0,1403.60654194294,2024-10-05,Tiwary (Mumbai),15.5
4312.0,Gold Plated Handle,Accessories,619.0,10.0,161.0,283.378170335952,2024-10-05,Amrit Singh (Punjab),4.0
5330.0,Profile Handle,Kadi,974.0,15.0,347.0,573.824816951741,2024-10-05,Rahul (AP),15.0
5619.0,Ultra Modern Handle,Others,867.0,30.0,367.0,688.689299134333,2024-10-05,Abdul Khan (Hyderabad),6.0
3322.0,Key Stand,Handles,543.0,50.0,81.0,137.075412760993,2024-10-05,Hameesh (Kerala),0.0
1735.0,Cross Knob,Knob,685.0,30.0,219.0,410.504237113029,2024-10-05,Rahul (AP),15.5
1566.0,Key Stand,Handles,930.0,10.0,444.0,652.114889851831,2024-10-05,Veeran Gowda (Karnataka),8.0
3762.0,Cross Knob,Accessories,887.0,20.0,559.0,1048.25271991179,2024-10-05,Iyer (Chennai),9.0
3154.0,Stainless Steel Knob,Kadi,69.0,15.0,491.0,729.879928478341,2024-10-05,Veeran Gowda (Karnataka),0.0
2580.0,Tower Bolt,Knob,475.0,100.0,146.0,241.695876749464,2024-10-05,Amrit Singh (Punjab),9.0
1693.0,Profile Handle,Knob,520.0,100.0,532.0,993.997736431645,2024-10-05,Shukla (Gujarat),6.0
2723.0,Sofa Leg,Kadi,769.0,15.0,369.0,698.554467280638,2024-10-05,Veeran Gowda (Karnataka),0.0
3638.0,Tower Bolt Premium,Others,53.0,5.0,248.0,477.980823962814,2024-10-05,Iyer (Chennai),3.0
3101.0,Khutti,Kadi,293.0,15.0,664.0,964.005656128568,2024-10-05,Rajavardhan (Chennai),6.0
2615.0,Economy Kadi,Accessories,486.0,20.0,754.0,1419.26362462407,2024-10-05,Shukla (Gujarat),2.0
5421.0,Khutti,Accessories,505.0,20.0,644.0,1054.21071869771,2024-10-05,Amrit Singh (Punjab),5.0
4380.0,Key Stand,Others,539.0,30.0,506.0,719.322110955181,2024-10-05,Abdul Khan (Hyderabad),8.0
1276.0,Brass Khutti,Kadi,471.0,100.0,664.0,1130.26265623552,2024-10-05,Venkatesh Gopal (Telangana),3.0
5134.0,Antique Handle,Handles,269.0,30.0,858.0,1678.60084539887,2024-10-05,Rahul (AP),15.0
5108.0,Main Door Handle,Accessories,619.0,100.0,687.0,1268.89337232558,2024-10-05,Rahul (AP),9.0
3163.0,Stainless Steel Knob,Handles,600.0,30.0,973.0,1500.56575206789,2024-10-05,Venkatesh Gopal (Telangana),0.0
1819.0,Antique Handle,Handles,274.0,15.0,997.0,1644.75918375423,2024-10-05,Tiwary (Mumbai),15.5
1914.0,Khutti,Knob,515.1638406537282,5.0,779.0,1334.53831178525,2024-10-05,Hameesh (Kerala),9.0
4622.0,Economy Kadi,Others,275.0,50.0,469.0,778.107928008903,2024-10-05,Venkatesh Gopal (Telangana),6.3696362893338785
3529.0,Tower Bolt Premium,Kadi,89.0,5.0,327.0,525.618039474752,2024-10-05,Venkatesh Gopal (Telangana),8.0
4271.0,Gold Plated Handle,Knob,595.0,20.0,948.0,1667.70760720175,2024-10-05,Amrit Singh (Punjab),2.0
3821.0,Tower Bolt Premium,Knob,154.0,100.0,946.0,1702.07757365719,2024-10-05,Shukla (Gujarat),0.0
1132.0,Economy Kadi,Handles,706.0,30.0,992.0,1863.13896365416,2024-10-05,Iyer (Chennai),4.0
1820.0,Gold Plated Handle,Handles,186.0,5.0,549.0,1031.6111877708,2024-10-05,Iyer (Chennai),2.0
4938.0,Designer Knob,Kadi,12.0,10.0,543.0,922.146186898147,2024-10-05,Hameesh (Kerala),6.0
4243.0,Designer Knob,Knob,783.0,30.0,951.0,1894.83037260526,2024-10-05,Amrit Singh (Punjab),1.0
3357.0,Decorative Kadi,Accessories,5.0,50.0,806.0,1471.84775996684,2024-10-05,Venkatesh Gopal (Telangana),9.0
5978.0,Main Door Handle,Handles,929.0,10.0,618.0,1128.80294344962,2024-10-05,Veeran Gowda (Karnataka),8.0
5552.0,Sofa Leg,Accessories,805.0,20.0,924.0,1620.50633798737,2024-10-05,Rajavardhan (Chennai),9.0
1353.0,Ultra Modern Handle,Others,653.0,20.0,429.0,806.487112858716,2024-10-05,Venkatesh Gopal (Telangana),5.0
4634.0,Profile Handle,Knob,282.0,50.0,959.0,1592.34282124568,2024-10-05,Iyer (Chennai),1.0
3184.0,Khutti,Kadi,566.0,15.0,349.0,515.965064555172,2024-10-06,Rajavardhan (Chennai),4.0
5379.0,Tower Bolt Premium,Kadi,204.0,33.70809484873263,447.0,657.488249274585,2024-10-06,Amrit Singh (Punjab),3.0
3461.0,Sofa Leg,Others,5.0,5.0,311.0,565.802650477045,2024-10-06,Iyer (Chennai),5.0
2905.0,Tower Bolt Premium,Kadi,223.0,15.0,503.0,833.35612667805,2024-10-06,Iyer (Chennai),9.0
2903.0,Decorative Kadi,Kadi,928.0,100.0,581.0,1079.43512685535,2024-10-06,Rajavardhan (Chennai),4.0
5913.0,Traditional Handle,Accessories,91.0,15.0,427.0,795.600597341373,2024-10-06,Rajavardhan (Chennai),7.0
4442.0,Khutti,Handles,13.0,20.0,180.0,272.027712695683,2024-10-06,Tiwary (Mumbai),15.0
1988.0,Designer Knob,Knob,578.0,100.0,955.0,1587.30507385726,2024-10-06,Iyer (Chennai),4.0
2730.0,Traditional Handle,Kadi,39.0,5.0,538.0,972.748514856146,2024-10-06,Abdul Khan (Hyderabad),6.0
1507.0,Main Door Handle,Kadi,94.0,5.0,999.0,1821.3338343011,2024-10-06,Venkatesh Gopal (Telangana),6.0
1971.0,Brass Khutti,Handles,622.0,20.0,368.0,606.45988464352,2024-10-06,Iyer (Chennai),4.0
4596.0,Tower Bolt Premium,Handles,188.0,15.0,598.0,1153.49073604189,2024-10-06,Shukla (Gujarat),0.0
4358.0,Gold Plated Handle,Accessories,873.0,15.0,609.0,1001.42114241824,2024-10-06,Rajavardhan (Chennai),5.0
3252.0,Key Stand,Knob,66.0,15.0,518.0,1004.4721679966,2024-10-06,Rajavardhan (Chennai),3.0
2662.0,Gold Plated Handle,Knob,663.0,20.0,952.0,1389.34565658181,2024-10-06,Shukla (Gujarat),8.0
3804.0,KH-1239,Accessories,928.0,20.0,66.0,111.235405668932,2024-10-06,Amrit Singh (Punjab),2.0
2947.0,Antique Handle,Others,937.0,20.0,220.0,422.478425361789,2024-10-06,Veeran Gowda (Karnataka),6.3696362893338785
5773.0,Ultra Modern Handle,Knob,91.0,20.0,192.0,331.90589357847,2024-10-06,Iyer (Chennai),7.0
5458.0,Economy Kadi,Knob,515.1638406537282,5.0,457.0,712.389440626141,2024-10-06,Veeran Gowda (Karnataka),8.0
2508.0,Gold Plated Handle,Accessories,717.0,15.0,523.0,936.131484451548,2024-10-06,Amrit Singh (Punjab),8.0
4857.0,Antique Handle,Others,847.0,100.0,333.0,508.713356857067,2024-10-06,Iyer (Chennai),7.0
2672.0,Ultra Modern Handle,Knob,468.0,10.0,1467.375,2476.2727181781124,2024-10-06,Rajavardhan (Chennai),7.0
3389.0,Brass Khutti,Knob,30.0,5.0,251.0,467.098520149254,2024-10-06,Hameesh (Kerala),1.0
5173.0,Designer Knob,Knob,611.0,30.0,901.0,1547.65165433357,2024-10-06,Veeran Gowda (Karnataka),8.0
2110.0,Main Door Handle,Accessories,207.0,50.0,986.0,1585.61487017939,2024-10-06,Rahul (AP),12.0
1159.0,Tower Bolt,Others,520.0,50.0,350.0,555.230078612683,2024-10-06,Iyer (Chennai),5.0
3004.0,Economy Kadi,Kadi,777.0,15.0,147.0,210.74826087389,2024-10-06,Veeran Gowda (Karnataka),6.0
3396.0,Cross Knob,Knob,1588.0,100.0,714.0,1251.14349679494,2024-10-06,Iyer (Chennai),5.0
5808.0,Antique Handle,Knob,614.0,20.0,550.3627090983272,938.1125189081474,2024-10-06,Rahul (AP),15.5
1761.0,Profile Handle,Kadi,476.0,50.0,565.0,991.865877615337,2024-10-06,Amrit Singh (Punjab),1.0
1122.0,Main Door Handle,Others,971.0,20.0,503.0,1002.74174783986,2024-10-06,Shukla (Gujarat),1.0
5293.0,Stainless Steel Knob,Handles,739.0,50.0,859.0,1245.15229172845,2024-10-06,Abdul Khan (Hyderabad),2.0
