Operation_ID,Stock_ID,Item_Name,Category,Date,Orders_Processed,Employee_Efficiency_Percentage,Machine_Downtime_Hours,Delayed_Orders,Returned_Orders
21783.0,2783.0,Gold Plated Handle,Accessories,2024-10-05,98.0,94.7,4.8,7.0,4.0
21756.0,2756.0,Tower Bolt,Handles,2024-10-05,21.0,73.2,18.3,1.0,0.0
22365.0,3365.0,Decorative Kadi,Others,2024-10-05,23.0,74.6,5.4,1.0,1.0
22615.0,3615.0,Tower Bolt Premium,Accessories,2024-10-05,182.0,73.4,6.9,10.0,6.0
22094.0,3094.0,Ultra Modern Handle,Knob,2024-10-05,101.0,80.6,2.3,10.0,4.0
21370.0,2370.0,Traditional Handle,Kadi,2024-10-05,133.54674024116068,102.0,6.0,24.0,9.0
21209.0,2209.0,Stainless Steel Knob,Kadi,2024-10-05,132.0,95.2,7.6,13.0,9.0
24203.0,5203.0,Antique Handle,Handles,2024-10-05,50.0,78.0,21.2,4.0,3.0
20112.0,1112.0,Kadi Deluxe,Accessories,2024-10-05,167.0,89.2,13.6,12.0,6.0
21053.0,2053.0,Tower Bolt Premium,Knob,2024-10-05,176.0,70.9,12.8,13.0,11.0
22522.0,3522.0,Traditional Handle,Handles,2024-10-05,56.0,71.2,9.2,4.0,4.0
22515.0,3515.0,Tower Bolt,Others,2024-10-05,56.0,91.6,3.1,4.0,4.0
22498.0,3498.0,Profile Handle,Others,2024-10-05,105.0,88.6,14.0,11.0,2.0
24864.0,5864.0,Gold Plated Handle,Accessories,2024-10-05,117.0,93.8,6.7,6.0,8.0
23474.0,4474.0,Kadi Deluxe,Handles,2024-10-05,76.0,72.2,5.8,8.0,2.0
21622.0,2622.0,Stainless Steel Knob,Knob,2024-10-05,32.0,81.8,14.3,1.0,1.0
21706.0,2706.0,Cross Knob,Handles,2024-10-05,37.0,69.3,16.1,2.0,1.0
21158.0,2158.0,Khutti,Kadi,2024-10-05,121.0,78.3,10.2,13.0,8.0
23903.0,4903.0,Khutti,Accessories,2024-10-05,112.0,94.4,8.1,6.0,3.0
23054.0,4054.0,Tower Bolt Premium,Others,2024-10-05,162.0,81.0,5.9,18.0,12.0
21965.0,2965.0,Key Stand,Accessories,2024-10-05,159.0,73.1,9.2,8.0,10.0
22986.0,3986.0,KH-1239,Accessories,2024-10-05,131.0,75.1,2.5,10.0,7.0
22846.0,3846.0,Sofa Leg,Others,2024-10-05,134.0,84.6,10.68449580691348,7.0,5.0
21618.0,2618.0,Stainless Steel Knob,Others,2024-10-05,152.0,81.8,12.3,15.0,9.0
20619.0,1619.0,Key Stand,Knob,2024-10-05,69.0,72.1,10.6,10.0,2.0
21086.0,2086.0,Sofa Leg,Accessories,2024-10-05,179.0,71.4,7.0,11.0,9.0
24941.0,5941.0,Tower Bolt Premium,Handles,2024-10-05,74.0,84.3,20.3,6.0,3.0
24789.0,5789.0,Cross Knob,Handles,2024-10-05,168.0,73.3,12.1,21.0,10.0
20348.0,1348.0,Cross Knob,Knob,2024-10-05,162.0,74.0,8.5,16.0,6.0
24382.0,5382.0,Ultra Modern Handle,Knob,2024-10-06,160.0,85.6,13.2,12.0,6.0
24871.0,5871.0,Tower Bolt,Kadi,2024-10-06,170.0,86.8,7.2,24.0,6.0
20498.0,1498.0,Economy Kadi,Kadi,2024-10-06,175.0,92.9,8.1,11.0,7.0
22256.0,3256.0,Stainless Steel Knob,Knob,2024-10-06,153.0,86.2,14.6,15.0,11.0
21324.0,2324.0,Cross Knob,Handles,2024-10-06,127.0,104.24999999999999,13.4,11.0,6.0
24995.0,5995.0,Profile Handle,Knob,2024-10-06,187.0,88.4,11.0,25.0,7.0
20225.0,1225.0,Khutti,Accessories,2024-10-06,126.0,87.7,9.8,18.0,8.0
23539.0,4539.0,Brass Khutti,Accessories,2024-10-06,68.0,86.5,5.9,6.0,2.0
22298.0,3298.0,Sofa Leg,Knob,2024-10-06,183.0,72.1,10.6,14.0,12.0
23846.0,4846.0,Gold Plated Handle,Others,2024-10-06,172.0,74.8,9.7,12.0,4.0
20427.0,1427.0,Tower Bolt,Handles,2024-10-06,53.0,73.9,22.4,5.0,1.0
20531.0,1531.0,Traditional Handle,Others,2024-10-06,109.0,73.0,13.0,10.0,4.0
23111.0,4111.0,Tower Bolt,Others,2024-10-06,185.0,82.9,11.2,24.0,11.0
24093.0,5093.0,Main Door Handle,Kadi,2024-10-06,189.0,84.2,10.68449580691348,21.0,7.0
24230.0,5230.0,Economy Kadi,Others,2024-10-06,100.0,89.4,8.0,7.0,7.0
24027.0,5027.0,Traditional Handle,Accessories,2024-10-06,173.0,94.2,6.4,10.0,10.0
22831.0,3831.0,Economy Kadi,Others,2024-10-06,126.0,79.5,14.3,16.0,9.0
23827.0,4827.0,Economy Kadi,Kadi,2024-10-06,148.0,82.1,3.7,9.0,7.0
22722.0,3722.0,Key Stand,Accessories,2024-10-06,66.0,77.43643221202855,2.8,6.0,1.0
21287.0,2287.0,Profile Handle,Knob,2024-10-06,42.0,87.1,7.2,2.0,2.0
22855.0,3855.0,Ultra Modern Handle,Handles,2024-10-06,50.0,84.5,6.4,3.0,3.0
22867.0,3867.0,Cross Knob,Handles,2024-10-06,164.0,76.4,3.8,19.0,9.0
21483.0,2483.0,Ultra Modern Handle,Handles,2024-10-06,107.0,83.8,20.5,13.0,4.0
23930.0,4930.0,Khutti,Kadi,2024-10-06,196.0,102.7,2.9,24.0,6.0
23302.0,4302.0,Ultra Modern Handle,Handles,2024-10-06,57.0,66.5,11.9,6.0,1.0
23513.0,4513.0,Khutti,Accessories,2024-10-06,105.0,91.8,5.8,8.0,8.0
21314.0,2314.0,Economy Kadi,Handles,2024-10-06,173.0,77.0,22.1,19.0,4.0
23939.0,4939.0,Ultra Modern Handle,Handles,2024-10-06,43.0,68.4,16.4,2.0,1.0
22589.0,3589.0,Kadi Deluxe,Others,2024-10-06,41.0,93.4,14.8,4.0,2.0
20281.0,1281.0,Tower Bolt,Others,2024-10-06,58.0,83.5,10.2,5.0,2.0
22568.0,3568.0,Antique Handle,Handles,2024-10-06,50.0,77.5,14.9,5.0,2.0
20799.0,1799.0,Key Stand,Others,2024-10-06,43.0,82.8,14.6,4.0,1.0
22928.0,3928.0,Traditional Handle,Kadi,2024-10-06,152.0,98.4,2.5,9.0,10.0
24185.0,5185.0,Sofa Leg,Knob,2024-10-06,145.0,82.7,5.8,8.0,8.0
20309.0,1309.0,Ultra Modern Handle,Handles,2024-10-06,111.0,77.8,11.0,6.0,7.0
22692.0,3692.0,Kadi Deluxe,Accessories,2024-10-06,48.0,73.6,25.35,5.0,2.0
22399.0,3399.0,Sofa Leg,Accessories,2024-10-06,45.0,82.5,14.3,2.0,1.0
21236.0,2236.0,Decorative Kadi,Knob,2024-10-06,45.0,80.7,8.5,6.0,2.0
20078.0,1078.0,Khutti,Accessories,2024-10-06,98.0,76.1,11.3,8.0,4.0
21075.0,2075.0,Key Stand,Handles,2024-10-06,46.0,75.3,11.6,5.0,2.0
24516.0,5516.0,Ultra Modern Handle,Accessories,2024-10-06,172.0,78.9,11.0,8.0,3.0
24524.0,5524.0,Designer Knob,Handles,2024-10-06,57.0,74.6,14.2,6.0,3.0
21022.0,2022.0,Antique Handle,Knob,2024-10-06,34.0,88.3,13.9,2.0,1.0
21908.0,2908.0,Cross Knob,Handles,2024-10-06,138.0,81.3,9.4,16.0,10.0
20194.0,1194.0,Kadi Deluxe,Kadi,2024-10-06,59.0,80.9,4.6,3.0,1.0
21828.0,2828.0,Stainless Steel Knob,Kadi,2024-10-06,57.0,90.7,7.8,4.0,3.0
23643.0,4643.0,Stainless Steel Knob,Accessories,2024-10-07,198.0,89.3,10.68449580691348,16.0,9.0
21781.0,2781.0,Designer Knob,Knob,2024-10-07,155.0,90.9,6.2,11.0,9.0
22079.0,3079.0,Decorative Kadi,Kadi,2024-10-07,125.0,96.2,6.6,10.0,6.0
22700.0,3700.0,Main Door Handle,Others,2024-10-07,107.0,84.2,5.2,5.0,4.0
20483.0,1483.0,Khutti,Others,2024-10-07,74.0,80.4,9.1,10.0,4.0
23523.0,4523.0,Tower Bolt Premium,Handles,2024-10-07,112.0,72.6,20.6,9.0,4.0
20310.0,1310.0,Antique Handle,Knob,2024-10-07,144.0,74.8,11.3,17.0,5.0
20825.0,1825.0,Tower Bolt,Accessories,2024-10-07,187.0,72.2,4.5,21.0,11.0
24071.0,5071.0,Khutti,Accessories,2024-10-07,115.0,74.6,6.3,15.0,3.0
22803.0,3803.0,Key Stand,Accessories,2024-10-07,175.0,94.8,7.6,24.0,13.0
22043.0,3043.0,Khutti,Handles,2024-10-07,25.0,76.5,7.1,3.0,0.0
21106.0,2106.0,Khutti,Kadi,2024-10-07,157.0,90.7,10.3,14.0,4.0
21974.0,2974.0,Tower Bolt,Knob,2024-10-07,97.0,78.7,2.8,8.0,6.0
20573.0,1573.0,KH-1239,Kadi,2024-10-07,179.0,100.0,9.4,26.0,13.0
23954.0,4954.0,Antique Handle,Knob,2024-10-07,158.0,79.6,9.1,12.0,7.0
20028.0,1028.0,Traditional Handle,Accessories,2024-10-07,41.0,85.3,8.6,5.0,0.0
20391.0,1391.0,KH-1239,Others,2024-10-07,79.0,88.5,8.8,9.0,6.0
20279.0,1279.0,KH-1239,Others,2024-10-07,124.0,83.4,6.9,17.0,8.0
23004.0,4004.0,Cross Knob,Others,2024-10-07,41.0,89.5,14.2,3.0,3.0
24637.0,5637.0,Designer Knob,Knob,2024-10-07,56.0,92.4,7.1,4.0,1.0
21363.0,2363.0,Brass Khutti,Others,2024-10-07,42.0,71.5,4.4,5.0,1.0
23837.0,4837.0,Main Door Handle,Others,2024-10-07,124.0,86.8,6.4,6.0,8.0
21409.0,2409.0,Kadi Deluxe,Accessories,2024-10-07,98.0,90.3,6.1,11.0,2.0
23785.0,4785.0,Tower Bolt Premium,Knob,2024-10-07,83.0,77.3,10.1,4.0,1.0
24679.0,5679.0,Traditional Handle,Knob,2024-10-07,29.0,81.2,11.5,2.0,0.0
24687.0,5687.0,Main Door Handle,Knob,2024-10-07,135.0,81.1,3.2,15.0,6.0
20614.0,1614.0,Tower Bolt,Others,2024-10-07,173.0,87.1,7.8,19.0,7.0
23727.0,4727.0,KH-1239,Knob,2024-10-07,183.0,72.1,4.8,15.0,5.0
24993.0,5993.0,Profile Handle,Kadi,2024-10-07,68.0,93.0,3.5,7.0,1.0
21506.0,2506.0,Brass Khutti,Kadi,2024-10-07,139.0,78.0,9.0,20.0,8.0
24583.0,5583.0,Antique Handle,Handles,2024-10-07,133.54674024116068,67.8,3.8,24.0,3.0
24306.0,5306.0,Traditional Handle,Kadi,2024-10-07,132.0,92.1,4.8,10.0,9.0
20074.0,1074.0,Main Door Handle,Others,2024-10-07,38.0,88.5,5.3,1.0,2.0
22424.0,3424.0,Designer Knob,Accessories,2024-10-07,150.0,88.1,3.9,8.0,5.0
22193.0,3193.0,Decorative Kadi,Accessories,2024-10-07,190.0,91.3,7.6,15.0,9.0
22246.0,3246.0,Key Stand,Kadi,2024-10-07,0.0,51.85000000000001,10.68449580691348,0.0,0.0
22367.0,3367.0,Designer Knob,Kadi,2024-10-07,130.0,93.8,6.5,13.0,4.0
20357.0,1357.0,Tower Bolt Premium,Others,2024-10-08,163.0,84.8,6.9,12.0,11.0
24578.0,5578.0,Economy Kadi,Knob,2024-10-08,191.0,86.2,7.6,22.0,13.0
20805.0,1805.0,Cross Knob,Accessories,2024-10-08,174.0,77.43643221202855,2.5,18.0,9.0
24316.0,5316.0,Khutti,Accessories,2024-10-08,66.0,79.0,13.2,5.0,4.0
23647.0,4647.0,Designer Knob,Knob,2024-10-08,85.0,85.6,5.5,10.0,5.0
22060.0,3060.0,Designer Knob,Handles,2024-10-08,110.0,65.1,12.7,16.0,4.0
21531.0,2531.0,Gold Plated Handle,Handles,2024-10-08,74.0,72.2,15.0,10.0,1.0
20950.0,1950.0,Tower Bolt,Kadi,2024-10-08,48.0,91.4,8.7,4.0,2.0
22706.0,3706.0,Economy Kadi,Others,2024-10-08,164.0,72.2,7.4,21.0,10.0
20329.0,1329.0,Profile Handle,Handles,2024-10-08,102.0,69.9,3.1,7.0,5.0
20030.0,1030.0,Kadi Deluxe,Accessories,2024-10-08,75.0,85.3,9.0,9.0,4.0
20536.0,1536.0,Antique Handle,Knob,2024-10-08,192.0,88.5,6.4,27.5,9.0
22925.0,3925.0,Traditional Handle,Kadi,2024-10-08,162.0,84.8,7.3,21.0,10.0
23747.0,4747.0,Economy Kadi,Knob,2024-10-08,197.0,80.8,5.3,16.0,11.0
23419.0,4419.0,Sofa Leg,Kadi,2024-10-08,70.0,83.2,7.6,5.0,2.0
