Sale_ID,Stock_ID,Item_Name,Category,Sale_Quantity,Sale_Price,Discount,Date_Sold,Customer_Region,Return_Status,Total_Revenue
6794.0,2794.0,Designer Knob,Handles,49.0,1873.19,20.0,2024-10-01,West,No,73428.95
5296.0,1296.0,Gold Plated Handle,Others,25.0,1675.62,20.0,2024-10-01,West,No,33512.45
6711.0,2711.0,Kadi Deluxe,Handles,42.0,2638.34,10.0,2024-10-01,Central,No,99729.26
7432.0,3432.0,Tower Bolt,Accessories,36.0,1395.21,0.0,2024-10-01,Central,No,50227.68
6692.0,2692.0,Khutti,Others,48.0,2593.91,15.0,2024-10-01,West,No,105831.4
7427.0,3427.0,Antique Handle,Knob,25.0,962.36,5.0,2024-10-01,Central,No,22856.13
7418.0,3418.0,Tower Bolt,Others,21.5999999999999,2511.68,10.0,2024-10-01,North,No,48827.04
9466.0,5466.0,Economy Kadi,Knob,41.0,2168.87,20.0,2024-10-02,Central,No,71138.96
9749.0,5749.0,Tower Bolt,Handles,34.0,2181.42,30.0,2024-10-02,Central,No,44500.93
6940.0,2940.0,Khutti,Knob,46.0,2638.54,10.0,2024-10-02,Central,No,109235.57
6799.0,2799.0,Profile Handle,Kadi,48.0,2318.11,0.0,2024-10-02,East,No,111269.08
5938.0,1938.0,Key Stand,Others,24.0,1708.39,10.0,2024-10-02,South,No,36901.13
9147.0,5147.0,Gold Plated Handle,Others,11.0,2847.99,20.0,2024-10-02,Central,No,25062.34
6255.0,2255.0,Cross Knob,Handles,39.0,636.03,5.0,2024-10-02,East,No,23564.74
6105.0,2105.0,Gold Plated Handle,Knob,0.0,1471.07,20.0,2024-10-02,North,No,67786.82
5104.0,1104.0,Key Stand,Kadi,3.0,1745.6569723643809,15.0,2024-10-02,East,No,43895.309921192755
9243.0,5243.0,Decorative Kadi,Knob,3.59999999999999,2281.65,0.0,2024-10-02,North,No,8213.95
7345.0,3345.0,Antique Handle,Others,28.08543194784026,902.91,10.0,2024-10-02,North,No,43895.309921192755
7950.0,3950.0,Key Stand,Handles,22.0,1860.63,10.0,2024-10-02,East,No,36840.57
8984.0,4984.0,Decorative Kadi,Accessories,7.0,2035.16,10.0,2024-10-02,West,No,12821.52
7343.0,3343.0,Main Door Handle,Accessories,9.0,1780.26,20.0,2024-10-02,Central,No,12817.87
5810.0,1810.0,Kadi Deluxe,Others,47.0,930.99,10.0,2024-10-02,East,No,39380.89
5982.0,1982.0,Khutti,Accessories,33.0,2575.35,25.0,2024-10-02,South,No,63739.84
9922.0,5922.0,Gold Plated Handle,Others,25.0,2174.87,20.0,2024-10-02,Central,No,43497.46
8108.0,4108.0,Ultra Modern Handle,Kadi,37.0,2447.23,15.0,2024-10-02,East,No,76965.43
6113.0,2113.0,Cross Knob,Accessories,15.0,587.46,15.0,2024-10-02,South,No,7490.07
8057.0,4057.0,Brass Khutti,Kadi,19.0,1517.73,10.0,2024-10-02,South,No,25953.18
8050.0,4050.0,Decorative Kadi,Handles,8.0,1916.67,10.0,2024-10-02,South,No,13800.01
5346.0,1346.0,KH-1239,Kadi,33.0,1745.6569723643809,5.0,2024-10-02,West,No,43895.309921192755
5830.0,1830.0,Kadi Deluxe,Knob,19.0,2780.16,20.0,2024-10-02,Central,No,42258.45
9763.0,5763.0,Economy Kadi,Others,32.4,2466.99,10.0,2024-10-02,North,No,71937.48
5465.0,1465.0,Stainless Steel Knob,Kadi,43.0,990.54,5.0,2024-10-02,East,No,40463.52
7966.0,3966.0,Tower Bolt,Knob,7.0,2963.59,0.0,2024-10-02,West,Yes,20745.15
7065.0,3065.0,Economy Kadi,Accessories,13.0,1890.29,15.0,2024-10-02,South,No,20887.69
9539.0,5539.0,Sofa Leg,Others,36.0,2524.69,15.0,2024-10-02,Central,No,77255.55
6371.0,2371.0,Main Door Handle,Handles,12.0,2163.01,0.0,2024-10-02,North,No,25956.12
6884.0,2884.0,Key Stand,Knob,16.0,2333.01,10.0,2024-10-02,South,No,33595.37
9899.0,5899.0,Economy Kadi,Handles,23.0,2934.85,20.0,2024-10-02,Central,No,54001.28
9901.0,5901.0,Traditional Handle,Handles,18.0,2877.42,5.0,2024-10-02,West,No,49203.89
8889.0,4889.0,Tower Bolt,Others,15.0,1129.36,15.0,2024-10-02,East,No,14399.35
9077.0,5077.0,Key Stand,Others,21.5999999999999,1938.94,5.0,2024-10-02,North,No,39787.11
9291.0,5291.0,Gold Plated Handle,Handles,52.8,2898.31,5.0,2024-10-02,North,No,121685.60999999999
6434.0,2434.0,Decorative Kadi,Kadi,48.0,1834.3,0.0,2024-10-02,West,No,88046.48
9905.0,5905.0,Ultra Modern Handle,Kadi,15.0,1634.59,0.0,2024-10-02,Central,No,24518.92
7483.0,3483.0,Traditional Handle,Others,14.0,2606.8,0.0,2024-10-02,West,No,36495.17
5625.0,1625.0,Antique Handle,Handles,26.0,2934.85,5.0,2024-10-02,East,No,72490.83
5060.0,1060.0,Ultra Modern Handle,Accessories,39.0,805.72,0.0,2024-10-02,Central,No,31423.15
7078.0,3078.0,Ultra Modern Handle,Accessories,48.0,1286.72,15.0,2024-10-02,West,No,52498.28
7160.0,3160.0,Ultra Modern Handle,Kadi,6.0,1004.5,5.0,2024-10-02,South,No,5725.64
7056.0,3056.0,Key Stand,Others,10.0,2507.32,15.0,2024-10-03,West,No,21312.26
9893.0,5893.0,Sofa Leg,Accessories,4.8,1273.32,15.0,2024-10-03,North,No,5195.13
8088.0,4088.0,KH-1239,Kadi,9.0,2956.37,10.0,2024-10-03,West,No,23946.61
7285.0,3285.0,KH-1239,Accessories,16.8,1202.57,15.0,2024-10-03,North,No,17172.7
9087.0,5087.0,Khutti,Knob,38.0,1222.13,15.0,2024-10-03,South,No,39474.73
8201.0,4201.0,Kadi Deluxe,Kadi,1.2,2109.99,10.0,2024-10-03,North,No,2278.79
5805.0,1805.0,Cross Knob,Accessories,15.6,2064.17,10.0,2024-10-03,North,No,28980.92
8596.0,4596.0,Tower Bolt Premium,Handles,9.0,1982.13,0.0,2024-10-03,East,No,17839.17
6332.0,2332.0,Khutti,Kadi,19.0,1381.19,5.0,2024-10-03,Central,No,24930.45
8567.0,4567.0,Stainless Steel Knob,Handles,41.0,2229.78,20.0,2024-10-03,East,No,73136.62
7250.0,3250.0,Stainless Steel Knob,Others,43.1999999999999,2325.19,10.0,2024-10-03,North,No,90403.31
9073.0,5073.0,Tower Bolt,Accessories,33.0,1926.38,5.0,2024-10-03,West,No,60392.08
7609.0,3609.0,Kadi Deluxe,Accessories,45.0,1123.38,20.0,2024-10-03,West,No,40441.71
7880.0,3880.0,Economy Kadi,Knob,18.0,1261.45,5.0,2024-10-03,East,No,21570.79
7392.0,3392.0,Kadi Deluxe,Accessories,30.0,2411.0,10.0,2024-10-03,West,Yes,65096.95
6892.0,2892.0,Kadi Deluxe,Handles,16.0,659.57,5.0,2024-10-03,West,Yes,10025.39
7850.0,3850.0,Brass Khutti,Kadi,49.0,965.83,0.0,2024-10-03,East,No,47325.85
5464.0,1464.0,Economy Kadi,Accessories,45.0,1745.6569723643809,10.0,2024-10-03,West,No,43895.309921192755
7582.0,3582.0,Tower Bolt,Handles,39.6,967.95,5.0,2024-10-03,North,No,36414.15
8152.0,4152.0,Economy Kadi,Kadi,35.0,1046.1,5.0,2024-10-03,East,No,34782.68
6627.0,2627.0,Key Stand,Kadi,27.0,555.87,10.0,2024-10-03,South,No,13507.57
7504.0,3504.0,Decorative Kadi,Knob,43.0,2129.93,5.0,2024-10-03,East,No,87007.82
9961.0,5961.0,Profile Handle,Kadi,41.0,2184.66,15.0,2024-10-03,Central,Yes,76135.52
8722.0,4722.0,KH-1239,Handles,26.4,2664.6,10.0,2024-10-03,North,No,63310.98
8074.0,4074.0,Profile Handle,Kadi,9.0,1830.88,15.0,2024-10-03,Central,No,14006.22
8888.0,4888.0,Traditional Handle,Kadi,6.0,1078.59,10.0,2024-10-03,West,No,5824.39
7815.0,3815.0,Brass Khutti,Others,39.0,1595.08,0.0,2024-10-03,East,No,62208.1
7346.0,3346.0,Stainless Steel Knob,Kadi,41.0,1565.7,5.0,2024-10-03,South,No,60984.1
6651.0,2651.0,Tower Bolt,Others,54.0,2404.92,0.0,2024-10-03,North,No,121685.60999999999
6994.0,2994.0,Profile Handle,Others,19.0,1163.84,25.0,2024-10-03,South,No,16584.71
7971.0,3971.0,Khutti,Knob,2.0,1037.18,15.0,2024-10-03,Central,Yes,1763.2
6724.0,2724.0,Traditional Handle,Knob,32.0,2459.79,30.0,2024-10-03,Central,No,47227.99
9342.0,5342.0,Decorative Kadi,Others,19.0,1941.15,15.0,2024-10-03,East,No,31349.57
6606.0,2606.0,Brass Khutti,Knob,43.1999999999999,2281.44,0.0,2024-10-03,North,No,98558.42
7074.0,3074.0,Brass Khutti,Others,12.0,2833.81,15.0,2024-10-04,North,Yes,28904.87
7179.0,3179.0,Tower Bolt Premium,Others,56.4,2721.79,20.0,2024-10-04,North,No,121685.60999999999
5671.0,1671.0,Decorative Kadi,Kadi,17.0,1405.73,20.0,2024-10-04,South,No,19117.96
6180.0,2180.0,Ultra Modern Handle,Others,6.0,2363.67,20.0,2024-10-04,West,No,11345.6
7167.0,3167.0,Decorative Kadi,Handles,29.0,2690.88,20.0,2024-10-04,South,No,62428.42
9693.0,5693.0,Designer Knob,Others,14.0,614.44,25.0,2024-10-04,South,No,6451.63
7248.0,3248.0,Designer Knob,Others,40.0,2982.04,5.0,2024-10-04,South,No,113317.37
5628.0,1628.0,Traditional Handle,Others,54.0,1173.39,0.0,2024-10-04,North,No,63363.18
6739.0,2739.0,Designer Knob,Accessories,12.0,2234.09,15.0,2024-10-04,Central,No,22787.69
5149.0,1149.0,Traditional Handle,Handles,6.0,1507.43,10.0,2024-10-04,Central,No,8140.13
9685.0,5685.0,Profile Handle,Kadi,41.0,1201.07,20.0,2024-10-04,West,No,39395.25
6751.0,2751.0,Antique Handle,Accessories,7.0,1709.2,5.0,2024-10-04,West,No,11366.19
6137.0,2137.0,Tower Bolt,Knob,14.0,1038.33,10.0,2024-10-04,West,No,13082.91
6259.0,2259.0,Traditional Handle,Accessories,44.0,2686.44,15.0,2024-10-04,East,Yes,100472.9
6805.0,2805.0,Gold Plated Handle,Kadi,30.0,2588.41,15.0,2024-10-04,Central,No,66004.35
9565.0,5565.0,Gold Plated Handle,Handles,34.0,1203.84,5.0,2024-10-04,Central,No,38883.95
5766.0,1766.0,Designer Knob,Handles,35.0,2442.08,5.0,2024-10-04,East,No,81199.11
7592.0,3592.0,Antique Handle,Kadi,31.0,2891.5,5.0,2024-10-04,Central,No,85154.72
7097.0,3097.0,Decorative Kadi,Knob,41.0,1527.25,25.0,2024-10-04,South,Yes,46962.93
5309.0,1309.0,Ultra Modern Handle,Handles,8.4,629.36,15.0,2024-10-04,North,No,4493.66
7261.0,3261.0,Brass Khutti,Knob,19.2,1661.57,5.0,2024-10-04,North,No,30306.99
8698.0,4698.0,Main Door Handle,Knob,12.0,2545.27,0.0,2024-10-04,North,No,30543.29
7054.0,3054.0,Antique Handle,Knob,17.0,2528.22,20.0,2024-10-04,East,No,34383.82
5091.0,1091.0,Kadi Deluxe,Others,38.0,2196.78,10.0,2024-10-04,East,No,75129.98
7542.0,3542.0,Kadi Deluxe,Accessories,21.5999999999999,564.96,15.0,2024-10-04,North,No,10372.59
6956.0,2956.0,KH-1239,Accessories,17.0,1551.71,30.0,2024-10-04,South,No,15827.4
6529.0,2529.0,Stainless Steel Knob,Handles,44.0,1002.13,10.0,2024-10-04,West,No,39684.27
9789.0,5789.0,Cross Knob,Handles,26.4,2056.48,11.45075602778913,2024-10-04,North,No,43895.309921192755
9371.0,5371.0,Designer Knob,Handles,23.0,1354.39,5.0,2024-10-04,South,Yes,29593.51
5974.0,1974.0,Main Door Handle,Others,31.0,1230.83,5.0,2024-10-04,Central,No,36248.04
8854.0,4854.0,Traditional Handle,Knob,29.0,2110.51,25.0,2024-10-04,South,No,45903.67
5862.0,1862.0,Sofa Leg,Knob,24.0,2437.07,20.0,2024-10-04,Central,No,46791.73
7410.0,3410.0,Ultra Modern Handle,Accessories,35.0,2640.33,5.0,2024-10-04,South,No,87790.82
9958.0,5958.0,Designer Knob,Knob,11.0,2186.99,15.0,2024-10-04,West,No,20448.37
5323.0,1323.0,KH-1239,Handles,45.0,2141.81,20.0,2024-10-04,East,No,77105.04
6882.0,2882.0,Profile Handle,Others,45.0,709.52,11.45075602778913,2024-10-04,East,No,43895.309921192755
9779.0,5779.0,Tower Bolt Premium,Kadi,31.0,1830.09,15.0,2024-10-04,East,No,48222.78
9980.0,5980.0,Decorative Kadi,Others,35.0,1560.94,10.0,2024-10-04,East,No,49169.67
5698.0,1698.0,Designer Knob,Handles,35.0,2514.21,15.0,2024-10-04,East,No,74797.81
9804.0,5804.0,Sofa Leg,Others,10.0,1464.64,10.0,2024-10-04,Central,No,13181.75
9914.0,5914.0,Tower Bolt Premium,Handles,46.8,2270.38,5.0,2024-10-04,North,No,100941.06
9320.0,5320.0,Sofa Leg,Others,34.0,662.18,15.0,2024-10-04,South,No,19137.12
9317.0,5317.0,Traditional Handle,Accessories,23.0,2199.19,20.0,2024-10-04,South,Yes,40465.09
5564.0,1564.0,Decorative Kadi,Knob,12.0,1946.75,10.0,2024-10-04,South,No,21024.92
7537.0,3537.0,Tower Bolt,Others,14.3999999999999,2420.91,0.0,2024-10-04,North,No,34861.14
6414.0,2414.0,Designer Knob,Knob,8.0,2990.37,5.0,2024-10-04,West,No,22726.79
5295.0,1295.0,Kadi Deluxe,Accessories,28.0,957.23,20.0,2024-10-04,Central,No,21442.05
5679.0,1679.0,Key Stand,Accessories,40.8,2013.82,0.0,2024-10-04,North,No,82163.99
5335.0,1335.0,Ultra Modern Handle,Accessories,44.0,1745.6569723643809,20.0,2024-10-04,East,No,43895.309921192755
7306.0,3306.0,Stainless Steel Knob,Accessories,19.0,2495.46,11.45075602778913,2024-10-04,West,No,43895.309921192755
5876.0,1876.0,Key Stand,Knob,16.8,2779.39,10.0,2024-10-05,North,No,42024.31
8400.0,4400.0,Tower Bolt,Others,18.0,519.33,11.45075602778913,2024-10-05,Central,No,43895.309921192755
7279.0,3279.0,Profile Handle,Knob,36.0,1921.92,20.0,2024-10-05,South,No,55351.38
9453.0,5453.0,Brass Khutti,Handles,33.6,789.51,0.0,2024-10-05,North,No,26527.61
8309.0,4309.0,Profile Handle,Kadi,21.0,2570.14,10.0,2024-10-05,East,Yes,48575.6
9261.0,5261.0,Decorative Kadi,Handles,23.0,540.15,25.0,2024-10-05,South,No,9317.54
9391.0,5391.0,Designer Knob,Knob,24.0,2834.67,10.0,2024-10-05,South,No,61228.82
5815.0,1815.0,Brass Khutti,Accessories,12.0,1284.7,25.0,2024-10-05,South,No,11562.29
5797.0,1797.0,Decorative Kadi,Knob,28.0,2728.07,10.0,2024-10-05,South,No,68747.45
8314.0,4314.0,Brass Khutti,Accessories,41.0,1753.1,5.0,2024-10-05,South,No,68283.29
8122.0,4122.0,Decorative Kadi,Accessories,26.0,2723.04,5.0,2024-10-05,East,No,67258.97
7303.0,3303.0,Kadi Deluxe,Others,44.0,529.07,0.0,2024-10-05,East,No,23278.93
8421.0,4421.0,Traditional Handle,Accessories,9.0,1782.45,11.45075602778913,2024-10-05,West,No,43895.309921192755
6127.0,2127.0,Cross Knob,Handles,45.0,1100.81,20.0,2024-10-05,South,Yes,39629.06
7355.0,3355.0,Profile Handle,Others,46.8,740.63,0.0,2024-10-05,North,No,34661.32
8110.0,4110.0,Kadi Deluxe,Handles,26.0,1784.92,15.0,2024-10-05,West,No,39446.65
9251.0,5251.0,Key Stand,Handles,15.0,594.79,10.0,2024-10-05,East,No,8029.7
5970.0,1970.0,Kadi Deluxe,Knob,11.0,1878.33,5.0,2024-10-05,West,No,19628.51
5985.0,1985.0,KH-1239,Accessories,16.0,661.93,20.0,2024-10-05,East,No,8472.71
7539.0,3539.0,Designer Knob,Handles,18.0,1522.52,15.0,2024-10-05,South,No,23294.55
7298.0,3298.0,Sofa Leg,Knob,19.2,2912.21,15.0,2024-10-05,North,No,47527.23
5782.0,1782.0,KH-1239,Accessories,14.0,1745.6569723643809,0.0,2024-10-05,Central,No,43895.309921192755
8975.0,4975.0,Decorative Kadi,Knob,21.0,673.77,15.0,2024-10-05,West,No,12026.79
7039.0,3039.0,KH-1239,Knob,36.0,2499.87,0.0,2024-10-05,West,No,89995.23
8597.0,4597.0,Traditional Handle,Accessories,2.0,1728.17,15.0,2024-10-05,South,No,2937.89
9717.0,5717.0,Cross Knob,Accessories,41.0,2113.83,15.0,2024-10-05,West,No,73667.15
9063.0,5063.0,Antique Handle,Knob,33.0,1048.54,20.0,2024-10-05,South,No,27681.43
8839.0,4839.0,Main Door Handle,Accessories,32.0,1170.95,10.0,2024-10-05,Central,No,33723.24
9057.0,5057.0,Khutti,Kadi,20.0,2511.84,5.0,2024-10-05,West,Yes,47725.01
8230.0,4230.0,Traditional Handle,Knob,16.0,2826.81,0.0,2024-10-05,Central,No,45229.03
6826.0,2826.0,Designer Knob,Handles,39.0,2147.82,0.0,2024-10-05,West,No,83765.17
6635.0,2635.0,Key Stand,Accessories,22.0,1529.9,25.0,2024-10-05,South,Yes,25243.34
7702.0,3702.0,Gold Plated Handle,Others,36.0,1670.57,15.0,2024-10-05,South,No,51119.32
8890.0,4890.0,Antique Handle,Handles,15.0,1666.48,20.0,2024-10-05,East,No,19997.79
6600.0,2600.0,Designer Knob,Handles,28.08543194784026,1324.33,10.0,2024-10-05,North,No,43895.309921192755
9020.0,5020.0,Profile Handle,Knob,22.0,1659.55,5.0,2024-10-05,Central,No,34684.68
8972.0,4972.0,Designer Knob,Kadi,38.0,636.85,5.0,2024-10-05,South,No,22990.25
6507.0,2507.0,Khutti,Kadi,12.0,1745.6569723643809,10.0,2024-10-05,East,No,43895.309921192755
5385.0,1385.0,Ultra Modern Handle,Kadi,31.0,500.39,25.0,2024-10-05,South,No,11634.17
5516.0,1516.0,Tower Bolt,Knob,23.0,1026.7,10.0,2024-10-05,Central,No,21252.71
5139.0,1139.0,KH-1239,Handles,48.0,1745.6569723643809,20.0,2024-10-05,West,No,43895.309921192755
8716.0,4716.0,Economy Kadi,Kadi,27.0,1816.29,5.0,2024-10-05,East,No,46587.81
9116.0,5116.0,Cross Knob,Accessories,44.0,1745.6569723643809,10.0,2024-10-05,Central,No,43895.309921192755
9128.0,5128.0,Khutti,Others,24.0,2021.83,5.0,2024-10-05,North,No,46097.64
9890.0,5890.0,Profile Handle,Others,29.0,1362.89,5.0,2024-10-05,Central,Yes,37547.72
8776.0,4776.0,Antique Handle,Knob,3.59999999999999,1437.94,20.0,2024-10-05,North,No,4141.27
7891.0,3891.0,Key Stand,Others,22.0,1260.18,0.0,2024-10-05,East,No,27723.87
8615.0,4615.0,Traditional Handle,Others,13.0,521.22,5.0,2024-10-06,Central,No,6437.01
5806.0,1806.0,KH-1239,Handles,21.0,2776.03,25.0,2024-10-06,South,No,43722.44
5171.0,1171.0,Cross Knob,Knob,16.0,552.91,10.0,2024-10-06,East,No,7961.9
5617.0,1617.0,KH-1239,Knob,52.8,691.55,15.0,2024-10-06,North,No,31036.74
6620.0,2620.0,Antique Handle,Others,14.3999999999999,2897.0,10.0,2024-10-06,North,No,37545.15
9668.0,5668.0,Economy Kadi,Accessories,38.0,1690.58,25.0,2024-10-06,South,Yes,48181.59
7563.0,3563.0,KH-1239,Handles,23.0,2914.88,0.0,2024-10-06,East,No,67042.14
7404.0,3404.0,Cross Knob,Knob,4.0,2046.49,15.0,2024-10-06,East,No,6958.07
7338.0,3338.0,Antique Handle,Knob,10.0,2907.44,15.0,2024-10-06,West,No,24713.24
5964.0,1964.0,Brass Khutti,Handles,13.0,2975.27,15.0,2024-10-06,East,Yes,32876.78
7142.0,3142.0,Kadi Deluxe,Accessories,12.0,1781.84,10.0,2024-10-06,North,No,19243.88
9012.0,5012.0,Designer Knob,Handles,29.0,1230.04,15.0,2024-10-06,Central,No,30320.37
8679.0,4679.0,Decorative Kadi,Others,43.1999999999999,1223.86,15.0,2024-10-06,North,No,44940.02
6183.0,2183.0,Decorative Kadi,Knob,46.0,2369.44,15.0,2024-10-06,Central,No,92645.17
9321.0,5321.0,Traditional Handle,Handles,24.0,1745.6569723643809,20.0,2024-10-06,West,No,43895.309921192755
9871.0,5871.0,Tower Bolt,Kadi,1.0,641.79,15.0,2024-10-06,East,No,545.52
8235.0,4235.0,Profile Handle,Handles,14.0,2191.84,5.0,2024-10-06,Central,No,29151.5
8448.0,4448.0,Kadi Deluxe,Handles,5.0,622.97,25.0,2024-10-06,South,No,2336.15
5760.0,1760.0,Key Stand,Kadi,43.0,1745.6569723643809,10.0,2024-10-06,Central,No,43895.309921192755
7440.0,3440.0,Decorative Kadi,Handles,19.0,1573.36,15.0,2024-10-06,South,Yes,25409.71
7723.0,3723.0,Khutti,Handles,34.0,2966.0,10.0,2024-10-06,Central,No,90759.49
6728.0,2728.0,Economy Kadi,Knob,48.0,1529.66,10.0,2024-10-06,West,No,66081.25
9697.0,5697.0,Decorative Kadi,Handles,48.0,1843.39,20.0,2024-10-06,North,No,70786.21
9683.0,5683.0,Profile Handle,Knob,27.5999999999999,2773.92,10.0,2024-10-06,North,No,68904.23
5553.0,1553.0,Kadi Deluxe,Knob,12.0,1324.54,15.0,2024-10-06,North,No,13510.3
7042.0,3042.0,Main Door Handle,Kadi,15.0,1672.54,20.0,2024-10-06,Central,Yes,20070.43
5951.0,1951.0,Gold Plated Handle,Accessories,40.0,1270.99,10.0,2024-10-06,West,No,45755.51
9680.0,5680.0,Cross Knob,Accessories,40.0,1909.54,0.0,2024-10-06,Central,No,76381.75
5408.0,1408.0,Traditional Handle,Others,5.0,2449.91,20.0,2024-10-06,South,No,9799.62
6707.0,2707.0,Decorative Kadi,Others,44.0,2791.17,0.0,2024-10-06,West,No,121685.60999999999
6025.0,2025.0,Profile Handle,Kadi,6.0,1510.05,15.0,2024-10-06,East,No,7701.26
6556.0,2556.0,KH-1239,Others,38.0,605.67,15.0,2024-10-06,East,No,19563.22
9569.0,5569.0,Brass Khutti,Accessories,49.0,1008.22,20.0,2024-10-06,West,No,39522.38
9877.0,5877.0,Sofa Leg,Kadi,9.0,1004.85,30.0,2024-10-06,East,No,5426.2
9772.0,5772.0,Kadi Deluxe,Knob,4.8,1453.82,10.0,2024-10-06,North,No,6280.5
7378.0,3378.0,Brass Khutti,Others,36.0,1790.13,20.0,2024-10-07,Central,No,51555.66
5723.0,1723.0,Tower Bolt Premium,Others,19.0,683.4,30.0,2024-10-07,East,No,7790.78
5064.0,1064.0,Khutti,Others,50.4,2674.42,10.0,2024-10-07,North,No,121311.76
8680.0,4680.0,Sofa Leg,Others,56.4,1809.25,5.0,2024-10-07,North,No,96939.4
8130.0,4130.0,Sofa Leg,Kadi,0.0,2139.87,15.0,2024-10-07,West,No,0.0
6586.0,2586.0,Tower Bolt,Knob,48.0,1067.98,25.0,2024-10-07,South,Yes,38447.21
5057.0,1057.0,Stainless Steel Knob,Others,7.0,1912.03,0.0,2024-10-07,West,No,13384.22
5006.0,1006.0,Traditional Handle,Accessories,37.0,1858.84,20.0,2024-10-07,West,No,55021.54
5851.0,1851.0,KH-1239,Accessories,1.0,985.13,0.0,2024-10-07,East,No,985.13
9992.0,5992.0,Cross Knob,Others,43.0,577.17,5.0,2024-10-07,West,No,23577.41
6670.0,2670.0,Sofa Leg,Kadi,47.0,1904.08,5.0,2024-10-07,Central,No,85017.23
8786.0,4786.0,Decorative Kadi,Handles,28.08543194784026,1841.08,10.0,2024-10-07,West,Yes,43895.309921192755
7510.0,3510.0,Designer Knob,Kadi,0.0,1751.74,15.0,2024-10-07,Central,No,0.0
7169.0,3169.0,Khutti,Others,23.0,1212.27,20.0,2024-10-07,East,No,22305.8
9876.0,5876.0,Cross Knob,Handles,7.0,720.71,20.0,2024-10-07,South,No,4035.95
5976.0,1976.0,Economy Kadi,Kadi,13.0,2203.79,25.0,2024-10-07,South,No,21486.92
7000.0,3000.0,Tower Bolt,Kadi,18.0,1427.01,20.0,2024-10-07,Central,No,20548.95
