Stock_ID,Item_Name,Category,Quantity_Available,Restock_Threshold,Purchase_Cost,Selling_Price,Date_Added,Supplier,Defective_Stock
1823,Tower Bolt Premium,Knob,65.0,15.0,965.0,1793.71635847344,2024-10-03,Abdul Khan (Hyderabad),1.0
2843,KH-1239,Kadi,414.0,,855.0,1564.3813006911,2024-10-03,Rahul (AP),9.0
5276,Tower Bolt Premium,Knob,137.0,20.0,628.0,998.879593943875,2024-10-03,Shukla (Gujarat),5.0
1573,KH-1239,Kadi,430.0,20.0,702.0,1113.48663607645,2024-10-03,Shukla (Gujarat),2.0
1226,Profile Handle,Kadi,552.0,50.0,868.0,1511.639195287,2024-10-03,Amrit Singh (Punjab),8.0
4864,Tower Bolt,Handles,918.0,100.0,,,2024-10-03,Shukla (Gujarat),4.0
1937,Antique Handle,Kadi,798.0,15.0,277.0,548.413362415474,2024-10-03,Abdul Khan (Hyderabad),9.0
3378,Brass Khutti,Others,167.0,20.0,254.0,486.530307914672,2024-10-03,Amrit Singh (Punjab),3.0
3915,Ultra Modern Handle,Others,763.0,100.0,902.0,1637.21960430678,2024-10-03,Veeran Gowda (Karnataka),6.0
5483,Economy Kadi,Kadi,602.0,5.0,304.0,573.185383827495,2024-10-03,Abdul Khan (Hyderabad),8.0
1625,Antique Handle,Handles,180.0,5.0,496.0,708.939552080402,2024-10-04,Rajavardhan (Chennai),1.0
2230,Brass Khutti,Kadi,930.0,30.0,929.0,1345.2500411706,2024-10-04,Abdul Khan (Hyderabad),5.0
3168,Kadi Deluxe,Handles,171.0,15.0,312.0,465.660770197909,2024-10-04,Amrit Singh (Punjab),5.0
1814,Tower Bolt,Accessories,108.0,100.0,198.0,328.669459392809,2024-10-04,Amrit Singh (Punjab),4.0
4750,Profile Handle,Knob,805.0,30.0,,,2024-10-04,Amrit Singh (Punjab),0.0
5763,Economy Kadi,Others,584.0,10.0,164.0,317.320603720638,2024-10-04,Amrit Singh (Punjab),5.0
2386,Decorative Kadi,Accessories,83.0,50.0,729.0,1268.02320218271,2024-10-04,Rajavardhan (Chennai),2.0
4944,Traditional Handle,Knob,248.0,5.0,828.0,1458.52418737792,2024-10-04,Rahul (AP),21.0
2938,Sofa Leg,Knob,408.0,5.0,923.0,1455.936996755,2024-10-04,Iyer (Chennai),8.0
3819,Cross Knob,Others,129.0,5.0,992.0,1460.71819591603,2024-10-04,Abdul Khan (Hyderabad),6.0
2364,Khutti,Others,615.0,15.0,721.0,1302.71665128053,2024-10-04,Tiwary (Mumbai),21.0
2975,Stainless Steel Knob,Handles,788.0,50.0,560.0,832.534169657455,2024-10-04,Veeran Gowda (Karnataka),1.0
2870,Kadi Deluxe,Knob,33.0,10.0,699.0,1372.57777479971,2024-10-04,Rahul (AP),12.0
5627,Gold Plated Handle,Kadi,904.0,15.0,749.0,1334.66167707176,2024-10-04,Abdul Khan (Hyderabad),6.0
3744,Designer Knob,Accessories,716.0,50.0,647.0,1240.09500086548,2024-10-04,Shukla (Gujarat),6.0
5690,Sofa Leg,Accessories,708.0,30.0,53.0,85.8924389105125,2024-10-04,Amrit Singh (Punjab),1.0
4386,Economy Kadi,Knob,961.0,5.0,837.0,1477.98842876043,2024-10-04,Shukla (Gujarat),7.0
1992,Decorative Kadi,Knob,513.0,100.0,118.0,184.40327965144,2024-10-04,Hameesh (Kerala),8.0
1648,Brass Khutti,Accessories,241.0,20.0,184.0,355.185641273667,2024-10-04,Shukla (Gujarat),0.0
3665,Sofa Leg,Knob,829.0,15.0,785.0,1365.39821213794,2024-10-04,Abdul Khan (Hyderabad),0.0
1854,Designer Knob,Accessories,598.0,20.0,740.0,1236.9354309933,2024-10-04,Iyer (Chennai),3.0
2482,Designer Knob,Others,167.0,30.0,420.0,626.473541322514,2024-10-04,Rahul (AP),12.0
5043,Decorative Kadi,Accessories,962.0,50.0,835.0,1380.10738090725,2024-10-04,Rajavardhan (Chennai),2.0
3157,Khutti,Kadi,621.0,10.0,170.0,290.835375919816,2024-10-04,Veeran Gowda (Karnataka),4.0
4563,Designer Knob,Accessories,929.0,100.0,114.0,173.718677951644,2024-10-04,Abdul Khan (Hyderabad),1.0
2689,Brass Khutti,Handles,809.0,30.0,769.0,1446.45928293633,2024-10-04,Shukla (Gujarat),0.0
5882,Tower Bolt,Others,865.0,20.0,506.0,922.854830644404,2024-10-04,Rahul (AP),9.0
5971,Antique Handle,Knob,271.0,100.0,551.0,1055.17131841916,2024-10-04,Amrit Singh (Punjab),1.0
4649,Profile Handle,Handles,97.0,15.0,783.0,1397.74345286375,2024-10-04,Rajavardhan (Chennai),7.0
1105,Designer Knob,Others,139.0,30.0,531.0,1018.22662414558,2024-10-04,Iyer (Chennai),7.0
3513,Kadi Deluxe,Accessories,156.0,50.0,658.0,948.038598188395,2024-10-04,Iyer (Chennai),2.0
3236,Tower Bolt Premium,Kadi,187.0,15.0,274.0,520.544314349875,2024-10-04,Rahul (AP),12.0
5232,Decorative Kadi,Handles,151.0,10.0,53.0,99.1943888614221,2024-10-04,Amrit Singh (Punjab),7.0
2534,Tower Bolt Premium,Handles,182.0,30.0,377.0,546.90021928465,2024-10-04,Rajavardhan (Chennai),8.0
5937,Profile Handle,Knob,871.0,50.0,250.0,407.391939509189,2024-10-04,Tiwary (Mumbai),27.0
5255,Decorative Kadi,Kadi,998.0,50.0,405.0,748.422120935955,2024-10-04,Rahul (AP),21.0
2058,Antique Handle,Kadi,876.0,50.0,712.0,1321.03329092699,2024-10-04,Iyer (Chennai),0.0
4788,Brass Khutti,Accessories,754.0,5.0,856.0,1417.21723845207,2024-10-05,Amrit Singh (Punjab),6.0
2538,Traditional Handle,Others,,15.0,591.0,1170.87086061624,2024-10-05,Iyer (Chennai),6.0
4934,Tower Bolt Premium,Knob,116.0,15.0,892.0,1677.86120154774,2024-10-05,Rahul (AP),15.0
1679,Key Stand,Accessories,722.0,50.0,620.0,1213.31935686913,2024-10-05,Tiwary (Mumbai),0.0
2865,Main Door Handle,Knob,691.0,5.0,752.0,1139.86820319606,2024-10-05,Hameesh (Kerala),9.0
5716,Cross Knob,Kadi,552.0,5.0,433.0,829.496943146701,2024-10-05,Venkatesh Gopal (Telangana),9.0
5029,Antique Handle,Handles,610.0,15.0,787.0,1316.06280890077,2024-10-05,Abdul Khan (Hyderabad),4.0
5385,Tower Bolt,Kadi,155.0,30.0,547.0,783.852560779978,2024-10-05,Iyer (Chennai),7.0
2524,Ultra Modern Handle,Others,,100.0,317.0,598.83688032078,2024-10-05,Amrit Singh (Punjab),6.0
3663,Brass Khutti,Handles,377.0,20.0,648.0,1105.75111290674,2024-10-05,Rajavardhan (Chennai),9.0
4090,Designer Knob,Handles,214.0,30.0,736.0,1101.44207942069,2024-10-05,Amrit Singh (Punjab),7.0
2453,Brass Khutti,Accessories,10.0,100.0,804.0,1354.49075265203,2024-10-05,Iyer (Chennai),2.0
3239,Antique Handle,Kadi,48.0,10.0,926.0,1403.60654194294,2024-10-05,Tiwary (Mumbai),21.0
4312,Gold Plated Handle,Accessories,619.0,10.0,161.0,283.378170335952,2024-10-05,Amrit Singh (Punjab),4.0
5330,Profile Handle,Kadi,974.0,15.0,347.0,573.824816951741,2024-10-05,Rahul (AP),15.0
5619,Ultra Modern Handle,Others,867.0,30.0,367.0,688.689299134333,2024-10-05,Abdul Khan (Hyderabad),6.0
3322,Key Stand,Handles,543.0,50.0,81.0,137.075412760993,2024-10-05,Hameesh (Kerala),0.0
1735,Cross Knob,Knob,685.0,30.0,219.0,410.504237113029,2024-10-05,Rahul (AP),18.0
1566,Key Stand,Handles,930.0,10.0,444.0,652.114889851831,2024-10-05,Veeran Gowda (Karnataka),8.0
3762,Cross Knob,Accessories,887.0,20.0,559.0,1048.25271991179,2024-10-05,Iyer (Chennai),9.0
3154,Stainless Steel Knob,Kadi,69.0,15.0,491.0,729.879928478341,2024-10-05,Veeran Gowda (Karnataka),0.0
2580,Tower Bolt,Knob,475.0,100.0,146.0,241.695876749464,2024-10-05,Amrit Singh (Punjab),9.0
1693,Profile Handle,Knob,520.0,100.0,532.0,993.997736431645,2024-10-05,Shukla (Gujarat),6.0
2723,Sofa Leg,Kadi,769.0,15.0,369.0,698.554467280638,2024-10-05,Veeran Gowda (Karnataka),0.0
3638,Tower Bolt Premium,Others,53.0,5.0,248.0,477.980823962814,2024-10-05,Iyer (Chennai),3.0
3101,Khutti,Kadi,293.0,15.0,664.0,964.005656128568,2024-10-05,Rajavardhan (Chennai),6.0
2615,Economy Kadi,Accessories,486.0,20.0,754.0,1419.26362462407,2024-10-05,Shukla (Gujarat),2.0
5421,Khutti,Accessories,505.0,20.0,644.0,1054.21071869771,2024-10-05,Amrit Singh (Punjab),5.0
4380,Key Stand,Others,539.0,30.0,506.0,719.322110955181,2024-10-05,Abdul Khan (Hyderabad),8.0
1276,Brass Khutti,Kadi,471.0,100.0,664.0,1130.26265623552,2024-10-05,Venkatesh Gopal (Telangana),3.0
5134,Antique Handle,Handles,269.0,30.0,858.0,1678.60084539887,2024-10-05,Rahul (AP),15.0
5108,Main Door Handle,Accessories,619.0,100.0,687.0,1268.89337232558,2024-10-05,Rahul (AP),9.0
3163,Stainless Steel Knob,Handles,600.0,30.0,973.0,1500.56575206789,2024-10-05,Venkatesh Gopal (Telangana),0.0
1819,Antique Handle,Handles,274.0,15.0,997.0,1644.75918375423,2024-10-05,Tiwary (Mumbai),18.0
1914,Khutti,Knob,,5.0,779.0,1334.53831178525,2024-10-05,Hameesh (Kerala),9.0
4622,Economy Kadi,Others,275.0,50.0,469.0,778.107928008903,2024-10-05,Venkatesh Gopal (Telangana),
3529,Tower Bolt Premium,Kadi,89.0,5.0,327.0,525.618039474752,2024-10-05,Venkatesh Gopal (Telangana),8.0
4271,Gold Plated Handle,Knob,595.0,20.0,948.0,1667.70760720175,2024-10-05,Amrit Singh (Punjab),2.0
3821,Tower Bolt Premium,Knob,154.0,100.0,946.0,1702.07757365719,2024-10-05,Shukla (Gujarat),0.0
1132,Economy Kadi,Handles,706.0,30.0,992.0,1863.13896365416,2024-10-05,Iyer (Chennai),4.0
1820,Gold Plated Handle,Handles,186.0,5.0,549.0,1031.6111877708,2024-10-05,Iyer (Chennai),2.0
4938,Designer Knob,Kadi,12.0,10.0,543.0,922.146186898147,2024-10-05,Hameesh (Kerala),6.0
4243,Designer Knob,Knob,783.0,30.0,951.0,1894.83037260526,2024-10-05,Amrit Singh (Punjab),1.0
3357,Decorative Kadi,Accessories,5.0,50.0,806.0,1471.84775996684,2024-10-05,Venkatesh Gopal (Telangana),9.0
5978,Main Door Handle,Handles,929.0,10.0,618.0,1128.80294344962,2024-10-05,Veeran Gowda (Karnataka),8.0
5552,Sofa Leg,Accessories,805.0,20.0,924.0,1620.50633798737,2024-10-05,Rajavardhan (Chennai),9.0
1353,Ultra Modern Handle,Others,653.0,20.0,429.0,806.487112858716,2024-10-05,Venkatesh Gopal (Telangana),5.0
4634,Profile Handle,Knob,282.0,50.0,959.0,1592.34282124568,2024-10-05,Iyer (Chennai),1.0
3184,Khutti,Kadi,566.0,15.0,349.0,515.965064555172,2024-10-06,Rajavardhan (Chennai),4.0
5379,Tower Bolt Premium,Kadi,204.0,,447.0,657.488249274585,2024-10-06,Amrit Singh (Punjab),3.0
3461,Sofa Leg,Others,5.0,5.0,311.0,565.802650477045,2024-10-06,Iyer (Chennai),5.0
2905,Tower Bolt Premium,Kadi,223.0,15.0,503.0,833.35612667805,2024-10-06,Iyer (Chennai),9.0
2903,Decorative Kadi,Kadi,928.0,100.0,581.0,1079.43512685535,2024-10-06,Rajavardhan (Chennai),4.0
5913,Traditional Handle,Accessories,91.0,15.0,427.0,795.600597341373,2024-10-06,Rajavardhan (Chennai),7.0
4442,Khutti,Handles,13.0,20.0,180.0,272.027712695683,2024-10-06,Tiwary (Mumbai),15.0
1988,Designer Knob,Knob,578.0,100.0,955.0,1587.30507385726,2024-10-06,Iyer (Chennai),4.0
2730,Traditional Handle,Kadi,39.0,5.0,538.0,972.748514856146,2024-10-06,Abdul Khan (Hyderabad),6.0
1507,Main Door Handle,Kadi,94.0,5.0,999.0,1821.3338343011,2024-10-06,Venkatesh Gopal (Telangana),6.0
1971,Brass Khutti,Handles,622.0,20.0,368.0,606.45988464352,2024-10-06,Iyer (Chennai),4.0
4596,Tower Bolt Premium,Handles,188.0,15.0,598.0,1153.49073604189,2024-10-06,Shukla (Gujarat),0.0
4358,Gold Plated Handle,Accessories,873.0,15.0,609.0,1001.42114241824,2024-10-06,Rajavardhan (Chennai),5.0
3252,Key Stand,Knob,66.0,15.0,518.0,1004.4721679966,2024-10-06,Rajavardhan (Chennai),3.0
2662,Gold Plated Handle,Knob,663.0,20.0,952.0,1389.34565658181,2024-10-06,Shukla (Gujarat),8.0
3804,KH-1239,Accessories,928.0,20.0,66.0,111.235405668932,2024-10-06,Amrit Singh (Punjab),2.0
2947,Antique Handle,Others,937.0,20.0,220.0,422.478425361789,2024-10-06,Veeran Gowda (Karnataka),
5773,Ultra Modern Handle,Knob,91.0,20.0,192.0,331.90589357847,2024-10-06,Iyer (Chennai),7.0
5458,Economy Kadi,Knob,,5.0,457.0,712.389440626141,2024-10-06,Veeran Gowda (Karnataka),8.0
2508,Gold Plated Handle,Accessories,717.0,15.0,523.0,936.131484451548,2024-10-06,Amrit Singh (Punjab),8.0
4857,Antique Handle,Others,847.0,100.0,333.0,508.713356857067,2024-10-06,Iyer (Chennai),7.0
2672,Ultra Modern Handle,Knob,468.0,10.0,2335.0,4118.9461280594,2024-10-06,Rajavardhan (Chennai),7.0
3389,Brass Khutti,Knob,30.0,5.0,251.0,467.098520149254,2024-10-06,Hameesh (Kerala),1.0
5173,Designer Knob,Knob,611.0,30.0,901.0,1547.65165433357,2024-10-06,Veeran Gowda (Karnataka),8.0
2110,Main Door Handle,Accessories,207.0,50.0,986.0,1585.61487017939,2024-10-06,Rahul (AP),12.0
1159,Tower Bolt,Others,520.0,50.0,350.0,555.230078612683,2024-10-06,Iyer (Chennai),5.0
3004,Economy Kadi,Kadi,777.0,15.0,147.0,210.74826087389,2024-10-06,Veeran Gowda (Karnataka),6.0
3396,Cross Knob,Knob,7450.0,100.0,714.0,1251.14349679494,2024-10-06,Iyer (Chennai),5.0
5808,Antique Handle,Knob,614.0,20.0,,,2024-10-06,Rahul (AP),18.0
1761,Profile Handle,Kadi,476.0,50.0,565.0,991.865877615337,2024-10-06,Amrit Singh (Punjab),1.0
1122,Main Door Handle,Others,971.0,20.0,503.0,1002.74174783986,2024-10-06,Shukla (Gujarat),1.0
5293,Stainless Steel Knob,Handles,739.0,50.0,859.0,1245.15229172845,2024-10-06,Abdul Khan (Hyderabad),2.0
5268,Designer Knob,Kadi,153.0,15.0,268.0,457.818770512416,2024-10-07,Veeran Gowda (Karnataka),3.0
4499,KH-1239,Knob,762.0,,156.0,224.199434140964,2024-10-07,Iyer (Chennai),5.0
1058,Profile Handle,Kadi,714.0,10.0,248.0,478.80735574865,2024-10-07,Rahul (AP),9.0
2576,Stainless Steel Knob,Others,821.0,10.0,156.0,275.350042886687,2024-10-07,Abdul Khan (Hyderabad),1.0
5157,Brass Khutti,Handles,774.0,50.0,255.0,374.287305838499,2024-10-07,Tiwary (Mumbai),18.0
1419,Decorative Kadi,Kadi,55.0,50.0,270.0,528.334623203874,2024-10-07,Rajavardhan (Chennai),9.0
2973,Economy Kadi,Accessories,109.0,20.0,637.0,1057.66578819363,2024-10-07,Abdul Khan (Hyderabad),0.0
5538,Stainless Steel Knob,Accessories,26.0,5.0,196.0,283.337059158433,2024-10-07,Hameesh (Kerala),7.0
2591,Tower Bolt Premium,Kadi,115.0,100.0,403.0,785.001157005416,2024-10-07,Veeran Gowda (Karnataka),1.0
1263,Key Stand,Kadi,157.0,10.0,261.0,448.390536749045,2024-10-07,Hameesh (Kerala),6.0
1006,Traditional Handle,Accessories,224.0,5.0,865.0,1394.12654037717,2024-10-07,Amrit Singh (Punjab),2.0
