Sale_ID,Stock_ID,Item_Name,Category,Sale_Quantity,Sale_Price,Discount,Date_Sold,Customer_Region,Return_Status,Total_Revenue
7427,3427,Antique Handle,Knob,25.0,962.36,5.0,2024-10-01,Central,No,22856.13
7418,3418,Tower Bolt,Others,21.5999999999999,2511.68,10.0,2024-10-01,North,No,48827.04
9466,5466,Economy Kadi,Knob,41.0,2168.87,20.0,2024-10-02,Central,No,71138.96
9749,5749,Tower Bolt,Handles,34.0,2181.42,40.0,2024-10-02,Central,No,44500.93
6940,2940,Khutti,Knob,46.0,2638.54,10.0,2024-10-02,Central,No,109235.57
6799,2799,Profile Handle,Kadi,48.0,2318.11,0.0,2024-10-02,East,No,111269.08
5938,1938,Key Stand,Others,24.0,1708.39,10.0,2024-10-02,South,No,36901.13
9147,5147,Gold Plated Handle,Others,11.0,2847.99,20.0,2024-10-02,Central,No,25062.34
6255,2255,Cross Knob,Handles,39.0,636.03,5.0,2024-10-02,East,No,23564.74
6105,2105,Gold Plated Handle,Knob,-57.5999999999999,1471.07,20.0,2024-10-02,North,No,67786.82
5104,1104,Key Stand,Kadi,3.0,,15.0,2024-10-02,East,No,
9243,5243,Decorative Kadi,Knob,3.59999999999999,2281.65,0.0,2024-10-02,North,No,8213.95
7345,3345,Antique Handle,Others,,902.91,10.0,2024-10-02,North,No,
7950,3950,Key Stand,Handles,22.0,1860.63,10.0,2024-10-02,East,No,36840.57
8984,4984,Decorative Kadi,Accessories,7.0,2035.16,10.0,2024-10-02,West,No,12821.52
7343,3343,Main Door Handle,Accessories,9.0,1780.26,20.0,2024-10-02,Central,No,12817.87
5810,1810,Kadi Deluxe,Others,47.0,930.99,10.0,2024-10-02,East,No,39380.89
5982,1982,Khutti,Accessories,33.0,2575.35,25.0,2024-10-02,South,No,63739.84
9922,5922,Gold Plated Handle,Others,25.0,2174.87,20.0,2024-10-02,Central,No,43497.46
8108,4108,Ultra Modern Handle,Kadi,37.0,2447.23,15.0,2024-10-02,East,No,76965.43
6113,2113,Cross Knob,Accessories,15.0,587.46,15.0,2024-10-02,South,No,7490.07
8057,4057,Brass Khutti,Kadi,19.0,1517.73,10.0,2024-10-02,South,No,25953.18
8050,4050,Decorative Kadi,Handles,8.0,1916.67,10.0,2024-10-02,South,No,13800.01
5346,1346,KH-1239,Kadi,33.0,,5.0,2024-10-02,West,No,
5830,1830,Kadi Deluxe,Knob,19.0,2780.16,20.0,2024-10-02,Central,No,42258.45
9763,5763,Economy Kadi,Others,32.4,2466.99,10.0,2024-10-02,North,No,71937.48
5465,1465,Stainless Steel Knob,Kadi,43.0,990.54,5.0,2024-10-02,East,No,40463.52
7966,3966,Tower Bolt,Knob,7.0,2963.59,0.0,2024-10-02,West,Yes,20745.15
7065,3065,Economy Kadi,Accessories,13.0,1890.29,15.0,2024-10-02,South,No,20887.69
9539,5539,Sofa Leg,Others,36.0,2524.69,15.0,2024-10-02,Central,No,77255.55
6371,2371,Main Door Handle,Handles,12.0,2163.01,0.0,2024-10-02,North,No,25956.12
6884,2884,Key Stand,Knob,16.0,2333.01,10.0,2024-10-02,South,No,33595.37
9899,5899,Economy Kadi,Handles,23.0,2934.85,20.0,2024-10-02,Central,No,54001.28
9901,5901,Traditional Handle,Handles,18.0,2877.42,5.0,2024-10-02,West,No,49203.89
8889,4889,Tower Bolt,Others,15.0,1129.36,15.0,2024-10-02,East,No,14399.35
9077,5077,Key Stand,Others,21.5999999999999,1938.94,5.0,2024-10-02,North,No,39787.11
9291,5291,Gold Plated Handle,Handles,52.8,2898.31,5.0,2024-10-02,North,No,145379.22
6434,2434,Decorative Kadi,Kadi,48.0,1834.3,0.0,2024-10-02,West,No,88046.48
9905,5905,Ultra Modern Handle,Kadi,15.0,1634.59,0.0,2024-10-02,Central,No,24518.92
7483,3483,Traditional Handle,Others,14.0,2606.8,0.0,2024-10-02,West,No,36495.17
5625,1625,Antique Handle,Handles,26.0,2934.85,5.0,2024-10-02,East,No,72490.83
5060,1060,Ultra Modern Handle,Accessories,39.0,805.72,0.0,2024-10-02,Central,No,31423.15
7078,3078,Ultra Modern Handle,Accessories,48.0,1286.72,15.0,2024-10-02,West,No,52498.28
7160,3160,Ultra Modern Handle,Kadi,6.0,1004.5,5.0,2024-10-02,South,No,5725.64
7056,3056,Key Stand,Others,10.0,2507.32,15.0,2024-10-03,West,No,21312.26
9893,5893,Sofa Leg,Accessories,4.8,1273.32,15.0,2024-10-03,North,No,5195.13
8088,4088,KH-1239,Kadi,9.0,2956.37,10.0,2024-10-03,West,No,23946.61
7285,3285,KH-1239,Accessories,16.8,1202.57,15.0,2024-10-03,North,No,17172.7
9087,5087,Khutti,Knob,38.0,1222.13,15.0,2024-10-03,South,No,39474.73
8201,4201,Kadi Deluxe,Kadi,1.2,2109.99,10.0,2024-10-03,North,No,2278.79
5805,1805,Cross Knob,Accessories,15.6,2064.17,10.0,2024-10-03,North,No,28980.92
8596,4596,Tower Bolt Premium,Handles,9.0,1982.13,0.0,2024-10-03,East,No,17839.17
6332,2332,Khutti,Kadi,19.0,1381.19,5.0,2024-10-03,Central,No,24930.45
8567,4567,Stainless Steel Knob,Handles,41.0,2229.78,20.0,2024-10-03,East,No,73136.62
7250,3250,Stainless Steel Knob,Others,43.1999999999999,2325.19,10.0,2024-10-03,North,No,90403.31
9073,5073,Tower Bolt,Accessories,33.0,1926.38,5.0,2024-10-03,West,No,60392.08
7609,3609,Kadi Deluxe,Accessories,45.0,1123.38,20.0,2024-10-03,West,No,40441.71
7880,3880,Economy Kadi,Knob,18.0,1261.45,5.0,2024-10-03,East,No,21570.79
7392,3392,Kadi Deluxe,Accessories,30.0,2411.0,10.0,2024-10-03,West,Yes,65096.95
6892,2892,Kadi Deluxe,Handles,16.0,659.57,5.0,2024-10-03,West,Yes,10025.39
7850,3850,Brass Khutti,Kadi,49.0,965.83,0.0,2024-10-03,East,No,47325.85
5464,1464,Economy Kadi,Accessories,45.0,,10.0,2024-10-03,West,No,
7582,3582,Tower Bolt,Handles,39.6,967.95,5.0,2024-10-03,North,No,36414.15
8152,4152,Economy Kadi,Kadi,35.0,1046.1,5.0,2024-10-03,East,No,34782.68
6627,2627,Key Stand,Kadi,27.0,555.87,10.0,2024-10-03,South,No,13507.57
7504,3504,Decorative Kadi,Knob,43.0,2129.93,5.0,2024-10-03,East,No,87007.82
9961,5961,Profile Handle,Kadi,41.0,2184.66,15.0,2024-10-03,Central,Yes,76135.52
8722,4722,KH-1239,Handles,26.4,2664.6,10.0,2024-10-03,North,No,63310.98
8074,4074,Profile Handle,Kadi,9.0,1830.88,15.0,2024-10-03,Central,No,14006.22
8888,4888,Traditional Handle,Kadi,6.0,1078.59,10.0,2024-10-03,West,No,5824.39
7815,3815,Brass Khutti,Others,39.0,1595.08,0.0,2024-10-03,East,No,62208.1
7346,3346,Stainless Steel Knob,Kadi,41.0,1565.7,5.0,2024-10-03,South,No,60984.1
6651,2651,Tower Bolt,Others,54.0,2404.92,0.0,2024-10-03,North,No,129865.92
6994,2994,Profile Handle,Others,19.0,1163.84,25.0,2024-10-03,South,No,16584.71
7971,3971,Khutti,Knob,2.0,1037.18,15.0,2024-10-03,Central,Yes,1763.2
6724,2724,Traditional Handle,Knob,32.0,2459.79,40.0,2024-10-03,Central,No,47227.99
9342,5342,Decorative Kadi,Others,19.0,1941.15,15.0,2024-10-03,East,No,31349.57
6606,2606,Brass Khutti,Knob,43.1999999999999,2281.44,0.0,2024-10-03,North,No,98558.42
7074,3074,Brass Khutti,Others,12.0,2833.81,15.0,2024-10-04,North,Yes,28904.87
7179,3179,Tower Bolt Premium,Others,56.4,2721.79,20.0,2024-10-04,North,No,122807.18
5671,1671,Decorative Kadi,Kadi,17.0,1405.73,20.0,2024-10-04,South,No,19117.96
6180,2180,Ultra Modern Handle,Others,6.0,2363.67,20.0,2024-10-04,West,No,11345.6
7167,3167,Decorative Kadi,Handles,29.0,2690.88,20.0,2024-10-04,South,No,62428.42
9693,5693,Designer Knob,Others,14.0,614.44,25.0,2024-10-04,South,No,6451.63
7248,3248,Designer Knob,Others,40.0,2982.04,5.0,2024-10-04,South,No,113317.37
5628,1628,Traditional Handle,Others,54.0,1173.39,0.0,2024-10-04,North,No,63363.18
6739,2739,Designer Knob,Accessories,12.0,2234.09,15.0,2024-10-04,Central,No,22787.69
5149,1149,Traditional Handle,Handles,6.0,1507.43,10.0,2024-10-04,Central,No,8140.13
9685,5685,Profile Handle,Kadi,41.0,1201.07,20.0,2024-10-04,West,No,39395.25
6751,2751,Antique Handle,Accessories,7.0,1709.2,5.0,2024-10-04,West,No,11366.19
6137,2137,Tower Bolt,Knob,14.0,1038.33,10.0,2024-10-04,West,No,13082.91
6259,2259,Traditional Handle,Accessories,44.0,2686.44,15.0,2024-10-04,East,Yes,100472.9
6805,2805,Gold Plated Handle,Kadi,30.0,2588.41,15.0,2024-10-04,Central,No,66004.35
9565,5565,Gold Plated Handle,Handles,34.0,1203.84,5.0,2024-10-04,Central,No,38883.95
5766,1766,Designer Knob,Handles,35.0,2442.08,5.0,2024-10-04,East,No,81199.11
7592,3592,Antique Handle,Kadi,31.0,2891.5,5.0,2024-10-04,Central,No,85154.72
7097,3097,Decorative Kadi,Knob,41.0,1527.25,25.0,2024-10-04,South,Yes,46962.93
5309,1309,Ultra Modern Handle,Handles,8.4,629.36,15.0,2024-10-04,North,No,4493.66
7261,3261,Brass Khutti,Knob,19.2,1661.57,5.0,2024-10-04,North,No,30306.99
8698,4698,Main Door Handle,Knob,12.0,2545.27,0.0,2024-10-04,North,No,30543.29
7054,3054,Antique Handle,Knob,17.0,2528.22,20.0,2024-10-04,East,No,34383.82
5091,1091,Kadi Deluxe,Others,38.0,2196.78,10.0,2024-10-04,East,No,75129.98
7542,3542,Kadi Deluxe,Accessories,21.5999999999999,564.96,15.0,2024-10-04,North,No,10372.59
6956,2956,KH-1239,Accessories,17.0,1551.71,40.0,2024-10-04,South,No,15827.4
6529,2529,Stainless Steel Knob,Handles,44.0,1002.13,10.0,2024-10-04,West,No,39684.27
9789,5789,Cross Knob,Handles,26.4,2056.48,,2024-10-04,North,No,
9371,5371,Designer Knob,Handles,23.0,1354.39,5.0,2024-10-04,South,Yes,29593.51
5974,1974,Main Door Handle,Others,31.0,1230.83,5.0,2024-10-04,Central,No,36248.04
8854,4854,Traditional Handle,Knob,29.0,2110.51,25.0,2024-10-04,South,No,45903.67
5862,1862,Sofa Leg,Knob,24.0,2437.07,20.0,2024-10-04,Central,No,46791.73
7410,3410,Ultra Modern Handle,Accessories,35.0,2640.33,5.0,2024-10-04,South,No,87790.82
9958,5958,Designer Knob,Knob,11.0,2186.99,15.0,2024-10-04,West,No,20448.37
5323,1323,KH-1239,Handles,45.0,2141.81,20.0,2024-10-04,East,No,77105.04
6882,2882,Profile Handle,Others,45.0,709.52,,2024-10-04,East,No,
9779,5779,Tower Bolt Premium,Kadi,31.0,1830.09,15.0,2024-10-04,East,No,48222.78
9980,5980,Decorative Kadi,Others,35.0,1560.94,10.0,2024-10-04,East,No,49169.67
5698,1698,Designer Knob,Handles,35.0,2514.21,15.0,2024-10-04,East,No,74797.81
9804,5804,Sofa Leg,Others,10.0,1464.64,10.0,2024-10-04,Central,No,13181.75
9914,5914,Tower Bolt Premium,Handles,46.8,2270.38,5.0,2024-10-04,North,No,100941.06
9320,5320,Sofa Leg,Others,34.0,662.18,15.0,2024-10-04,South,No,19137.12
9317,5317,Traditional Handle,Accessories,23.0,2199.19,20.0,2024-10-04,South,Yes,40465.09
5564,1564,Decorative Kadi,Knob,12.0,1946.75,10.0,2024-10-04,South,No,21024.92
7537,3537,Tower Bolt,Others,14.3999999999999,2420.91,0.0,2024-10-04,North,No,34861.14
6414,2414,Designer Knob,Knob,8.0,2990.37,5.0,2024-10-04,West,No,22726.79
5295,1295,Kadi Deluxe,Accessories,28.0,957.23,20.0,2024-10-04,Central,No,21442.05
5679,1679,Key Stand,Accessories,40.8,2013.82,0.0,2024-10-04,North,No,82163.99
5335,1335,Ultra Modern Handle,Accessories,44.0,,20.0,2024-10-04,East,No,
7306,3306,Stainless Steel Knob,Accessories,19.0,2495.46,,2024-10-04,West,No,
5876,1876,Key Stand,Knob,16.8,2779.39,10.0,2024-10-05,North,No,42024.31
8400,4400,Tower Bolt,Others,18.0,519.33,,2024-10-05,Central,No,
7279,3279,Profile Handle,Knob,36.0,1921.92,20.0,2024-10-05,South,No,55351.38
9453,5453,Brass Khutti,Handles,33.6,789.51,0.0,2024-10-05,North,No,26527.61
8309,4309,Profile Handle,Kadi,21.0,2570.14,10.0,2024-10-05,East,Yes,48575.6
9261,5261,Decorative Kadi,Handles,23.0,540.15,25.0,2024-10-05,South,No,9317.54
9391,5391,Designer Knob,Knob,24.0,2834.67,10.0,2024-10-05,South,No,61228.82
5815,1815,Brass Khutti,Accessories,12.0,1284.7,25.0,2024-10-05,South,No,11562.29
5797,1797,Decorative Kadi,Knob,28.0,2728.07,10.0,2024-10-05,South,No,68747.45
8314,4314,Brass Khutti,Accessories,41.0,1753.1,5.0,2024-10-05,South,No,68283.29
8122,4122,Decorative Kadi,Accessories,26.0,2723.04,5.0,2024-10-05,East,No,67258.97
7303,3303,Kadi Deluxe,Others,44.0,529.07,0.0,2024-10-05,East,No,23278.93
8421,4421,Traditional Handle,Accessories,9.0,1782.45,,2024-10-05,West,No,
6127,2127,Cross Knob,Handles,45.0,1100.81,20.0,2024-10-05,South,Yes,39629.06
7355,3355,Profile Handle,Others,46.8,740.63,0.0,2024-10-05,North,No,34661.32
8110,4110,Kadi Deluxe,Handles,26.0,1784.92,15.0,2024-10-05,West,No,39446.65
9251,5251,Key Stand,Handles,15.0,594.79,10.0,2024-10-05,East,No,8029.7
5970,1970,Kadi Deluxe,Knob,11.0,1878.33,5.0,2024-10-05,West,No,19628.51
5985,1985,KH-1239,Accessories,16.0,661.93,20.0,2024-10-05,East,No,8472.71
7539,3539,Designer Knob,Handles,18.0,1522.52,15.0,2024-10-05,South,No,23294.55
7298,3298,Sofa Leg,Knob,19.2,2912.21,15.0,2024-10-05,North,No,47527.23
5782,1782,KH-1239,Accessories,14.0,,0.0,2024-10-05,Central,No,
8975,4975,Decorative Kadi,Knob,21.0,673.77,15.0,2024-10-05,West,No,12026.79
7039,3039,KH-1239,Knob,36.0,2499.87,0.0,2024-10-05,West,No,89995.23
8597,4597,Traditional Handle,Accessories,2.0,1728.17,15.0,2024-10-05,South,No,2937.89
9717,5717,Cross Knob,Accessories,41.0,2113.83,15.0,2024-10-05,West,No,73667.15
9063,5063,Antique Handle,Knob,33.0,1048.54,20.0,2024-10-05,South,No,27681.43
8839,4839,Main Door Handle,Accessories,32.0,1170.95,10.0,2024-10-05,Central,No,33723.24
9057,5057,Khutti,Kadi,20.0,2511.84,5.0,2024-10-05,West,Yes,47725.01
8230,4230,Traditional Handle,Knob,16.0,2826.81,0.0,2024-10-05,Central,No,45229.03
6826,2826,Designer Knob,Handles,39.0,2147.82,0.0,2024-10-05,West,No,83765.17
6635,2635,Key Stand,Accessories,22.0,1529.9,25.0,2024-10-05,South,Yes,25243.34
7702,3702,Gold Plated Handle,Others,36.0,1670.57,15.0,2024-10-05,South,No,51119.32
8890,4890,Antique Handle,Handles,15.0,1666.48,20.0,2024-10-05,East,No,19997.79
6600,2600,Designer Knob,Handles,,1324.33,10.0,2024-10-05,North,No,
9020,5020,Profile Handle,Knob,22.0,1659.55,5.0,2024-10-05,Central,No,34684.68
8972,4972,Designer Knob,Kadi,38.0,636.85,5.0,2024-10-05,South,No,22990.25
6507,2507,Khutti,Kadi,12.0,,10.0,2024-10-05,East,No,
5385,1385,Ultra Modern Handle,Kadi,31.0,500.39,25.0,2024-10-05,South,No,11634.17
5516,1516,Tower Bolt,Knob,23.0,1026.7,10.0,2024-10-05,Central,No,21252.71
5139,1139,KH-1239,Handles,48.0,,20.0,2024-10-05,West,No,
8716,4716,Economy Kadi,Kadi,27.0,1816.29,5.0,2024-10-05,East,No,46587.81
9116,5116,Cross Knob,Accessories,44.0,,10.0,2024-10-05,Central,No,
9128,5128,Khutti,Others,24.0,2021.83,5.0,2024-10-05,North,No,46097.64
9890,5890,Profile Handle,Others,29.0,1362.89,5.0,2024-10-05,Central,Yes,37547.72
8776,4776,Antique Handle,Knob,3.59999999999999,1437.94,20.0,2024-10-05,North,No,4141.27
7891,3891,Key Stand,Others,22.0,1260.18,0.0,2024-10-05,East,No,27723.87
8615,4615,Traditional Handle,Others,13.0,521.22,5.0,2024-10-06,Central,No,6437.01
5806,1806,KH-1239,Handles,21.0,2776.03,25.0,2024-10-06,South,No,43722.44
5171,1171,Cross Knob,Knob,16.0,552.91,10.0,2024-10-06,East,No,7961.9
5617,1617,KH-1239,Knob,52.8,691.55,15.0,2024-10-06,North,No,31036.74
6620,2620,Antique Handle,Others,14.3999999999999,2897.0,10.0,2024-10-06,North,No,37545.15
9668,5668,Economy Kadi,Accessories,38.0,1690.58,25.0,2024-10-06,South,Yes,48181.59
7563,3563,KH-1239,Handles,23.0,2914.88,0.0,2024-10-06,East,No,67042.14
7404,3404,Cross Knob,Knob,4.0,2046.49,15.0,2024-10-06,East,No,6958.07
7338,3338,Antique Handle,Knob,10.0,2907.44,15.0,2024-10-06,West,No,24713.24
5964,1964,Brass Khutti,Handles,13.0,2975.27,15.0,2024-10-06,East,Yes,32876.78
7142,3142,Kadi Deluxe,Accessories,12.0,1781.84,10.0,2024-10-06,North,No,19243.88
9012,5012,Designer Knob,Handles,29.0,1230.04,15.0,2024-10-06,Central,No,30320.37
8679,4679,Decorative Kadi,Others,43.1999999999999,1223.86,15.0,2024-10-06,North,No,44940.02
6183,2183,Decorative Kadi,Knob,46.0,2369.44,15.0,2024-10-06,Central,No,92645.17
9321,5321,Traditional Handle,Handles,24.0,,20.0,2024-10-06,West,No,
9871,5871,Tower Bolt,Kadi,1.0,641.79,15.0,2024-10-06,East,No,545.52
8235,4235,Profile Handle,Handles,14.0,2191.84,5.0,2024-10-06,Central,No,29151.5
8448,4448,Kadi Deluxe,Handles,5.0,622.97,25.0,2024-10-06,South,No,2336.15
5760,1760,Key Stand,Kadi,43.0,,10.0,2024-10-06,Central,No,
7440,3440,Decorative Kadi,Handles,19.0,1573.36,15.0,2024-10-06,South,Yes,25409.71
7723,3723,Khutti,Handles,34.0,2966.0,10.0,2024-10-06,Central,No,90759.49
6728,2728,Economy Kadi,Knob,48.0,1529.66,10.0,2024-10-06,West,No,66081.25
9697,5697,Decorative Kadi,Handles,48.0,1843.39,20.0,2024-10-06,North,No,70786.21
9683,5683,Profile Handle,Knob,27.5999999999999,2773.92,10.0,2024-10-06,North,No,68904.23
5553,1553,Kadi Deluxe,Knob,12.0,1324.54,15.0,2024-10-06,North,No,13510.3
7042,3042,Main Door Handle,Kadi,15.0,1672.54,20.0,2024-10-06,Central,Yes,20070.43
5951,1951,Gold Plated Handle,Accessories,40.0,1270.99,10.0,2024-10-06,West,No,45755.51
9680,5680,Cross Knob,Accessories,40.0,1909.54,0.0,2024-10-06,Central,No,76381.75
5408,1408,Traditional Handle,Others,5.0,2449.91,20.0,2024-10-06,South,No,9799.62
6707,2707,Decorative Kadi,Others,44.0,2791.17,0.0,2024-10-06,West,No,122811.52
6025,2025,Profile Handle,Kadi,6.0,1510.05,15.0,2024-10-06,East,No,7701.26
6556,2556,KH-1239,Others,38.0,605.67,15.0,2024-10-06,East,No,19563.22
9569,5569,Brass Khutti,Accessories,49.0,1008.22,20.0,2024-10-06,West,No,39522.38
9877,5877,Sofa Leg,Kadi,9.0,1004.85,40.0,2024-10-06,East,No,5426.2
9772,5772,Kadi Deluxe,Knob,4.8,1453.82,10.0,2024-10-06,North,No,6280.5
7378,3378,Brass Khutti,Others,36.0,1790.13,20.0,2024-10-07,Central,No,51555.66
5723,1723,Tower Bolt Premium,Others,19.0,683.4,40.0,2024-10-07,East,No,7790.78
5064,1064,Khutti,Others,50.4,2674.42,10.0,2024-10-07,North,No,121311.76
8680,4680,Sofa Leg,Others,56.4,1809.25,5.0,2024-10-07,North,No,96939.4
8130,4130,Sofa Leg,Kadi,0.0,2139.87,15.0,2024-10-07,West,No,0.0
6586,2586,Tower Bolt,Knob,48.0,1067.98,25.0,2024-10-07,South,Yes,38447.21
5057,1057,Stainless Steel Knob,Others,7.0,1912.03,0.0,2024-10-07,West,No,13384.22
5006,1006,Traditional Handle,Accessories,37.0,1858.84,20.0,2024-10-07,West,No,55021.54
5851,1851,KH-1239,Accessories,1.0,985.13,0.0,2024-10-07,East,No,985.13
9992,5992,Cross Knob,Others,43.0,577.17,5.0,2024-10-07,West,No,23577.41
6670,2670,Sofa Leg,Kadi,47.0,1904.08,5.0,2024-10-07,Central,No,85017.23
8786,4786,Decorative Kadi,Handles,,1841.08,10.0,2024-10-07,West,Yes,
7510,3510,Designer Knob,Kadi,0.0,1751.74,15.0,2024-10-07,Central,No,0.0
7169,3169,Khutti,Others,23.0,1212.27,20.0,2024-10-07,East,No,22305.8
9876,5876,Cross Knob,Handles,7.0,720.71,20.0,2024-10-07,South,No,4035.95
5976,1976,Economy Kadi,Kadi,13.0,2203.79,25.0,2024-10-07,South,No,21486.92
7000,3000,Tower Bolt,Kadi,18.0,1427.01,20.0,2024-10-07,Central,No,20548.95
9807,5807,Profile Handle,Accessories,26.0,1977.66,0.0,2024-10-07,West,No,51419.04
5371,1371,Profile Handle,Accessories,29.0,2074.18,25.0,2024-10-07,South,No,45113.45
5131,1131,Stainless Steel Knob,Knob,4.8,1545.92,0.0,2024-10-07,North,No,7420.43
9048,5048,Kadi Deluxe,Handles,6.0,2109.08,5.0,2024-10-07,West,Yes,12021.78
8222,4222,Designer Knob,Knob,30.0,2033.73,10.0,2024-10-07,Central,No,54910.76
8616,4616,Stainless Steel Knob,Accessories,22.0,1041.71,0.0,2024-10-07,Central,No,22917.63
5489,1489,Key Stand,Knob,,938.06,10.0,2024-10-07,South,No,
7347,3347,Ultra Modern Handle,Others,15.0,827.54,10.0,2024-10-07,South,No,11171.74
8105,4105,Stainless Steel Knob,Knob,,1179.35,15.0,2024-10-07,Central,Yes,
8610,4610,Kadi Deluxe,Kadi,4.0,1957.52,15.0,2024-10-07,West,No,6655.56
6153,2153,Brass Khutti,Others,13.0,949.61,5.0,2024-10-07,Central,No,11727.7
7955,3955,Decorative Kadi,Others,8.0,2928.24,10.0,2024-10-07,West,No,21083.33
7869,3869,Traditional Handle,Handles,46.0,2424.0,25.0,2024-10-07,South,No,83628.01
7003,3003,Sofa Leg,Kadi,22.0,2141.03,10.0,2024-10-07,South,No,42392.45
6061,2061,Traditional Handle,Knob,9.6,1965.04,20.0,2024-10-08,North,No,15091.51
5369,1369,Ultra Modern Handle,Accessories,17.0,552.11,5.0,2024-10-08,Central,No,8916.63
5560,1560,Economy Kadi,Handles,22.8,809.7,20.0,2024-10-08,North,No,14768.95
7270,3270,Decorative Kadi,Kadi,22.0,2396.91,20.0,2024-10-08,East,No,42185.61
6081,2081,Kadi Deluxe,Accessories,16.0,752.69,15.0,2024-10-08,East,No,10236.6
7545,3545,Tower Bolt,Handles,13.0,,20.0,2024-10-08,Central,No,
6346,2346,Traditional Handle,Kadi,11.0,1624.32,25.0,2024-10-08,South,No,13400.63
6272,2272,Brass Khutti,Knob,48.0,2294.26,0.0,2024-10-08,Central,Yes,110124.4
8153,4153,Brass Khutti,Handles,36.0,1856.03,5.0,2024-10-08,West,No,63476.07
8815,4815,Khutti,Handles,33.6,531.04,10.0,2024-10-08,North,No,16058.66
7297,3297,Designer Knob,Kadi,6.0,2630.35,25.0,2024-10-08,South,No,11836.57
5929,1929,Brass Khutti,Knob,0.0,1984.02,5.0,2024-10-08,Central,No,0.0
7304,3304,Ultra Modern Handle,Handles,37.0,2914.76,10.0,2024-10-08,Central,No,97061.42
9345,5345,KH-1239,Accessories,34.0,1414.11,20.0,2024-10-08,West,No,38463.67
