Finance_ID,Stock_ID,Item_Name,Category,Date,Revenue,Cost,Profit,Tax,Net_Profit
10628,1628,Traditional Handle,Others,2024-10-02,27576.1,13923.41,13652.68,2730.54,10922.15
13867,4867,Khutti,Others,2024-10-02,13929.04,21739.75,-7810.71,0.0,-7810.71
14019,5019,Traditional Handle,Accessories,2024-10-02,42221.54,18209.92,24011.61,4802.32,19209.29
13322,4322,Stainless Steel Knob,Others,2024-10-02,18541.79,9624.52,8917.28,1783.46,7133.82
13437,4437,Ultra Modern Handle,Handles,2024-10-02,23841.53,11651.79,12189.74,2437.95,9751.79
13276,4276,Gold Plated Handle,Others,2024-10-02,31241.0,17141.22,14099.78,2819.96,11279.82
13527,4527,Khutti,Accessories,2024-10-02,37783.04,12688.36,25094.68,5018.94,20075.75
10862,1862,Sofa Leg,Knob,2024-10-02,39456.36,19534.03,19922.33,3984.47,15937.86
14108,5108,Main Door Handle,Accessories,2024-10-02,32420.51,12057.28,20363.23,4072.65,16290.58
12754,3754,Stainless Steel Knob,Others,2024-10-02,10466.21,5333.14,5133.07,1026.61,4106.46
13101,4101,Traditional Handle,Accessories,2024-10-02,16218.72,5716.12,10502.6,2100.52,8402.08
11897,2897,Cross Knob,Accessories,2024-10-03,36834.3,16630.42,20203.88,4040.78,16163.1
11898,2898,Key Stand,Accessories,2024-10-03,45936.63,19671.19,26265.44,5253.09,21012.35
14731,5731,Brass Khutti,Knob,2024-10-03,7537.45,3099.57,4437.88,887.58,3550.31
11956,2956,KH-1239,Accessories,2024-10-03,37499.6,13545.07,23954.53,4790.91,19163.63
13524,4524,Cross Knob,Others,2024-10-03,38052.32,16125.34,21926.99,4385.4,17541.59
10135,1135,Tower Bolt Premium,Accessories,2024-10-03,6112.06,2974.05,3138.01,627.6,2510.41
11800,2800,Decorative Kadi,Others,2024-10-03,24874.36,10970.0,13904.36,2780.87,11123.49
10645,1645,Key Stand,Knob,2024-10-03,36121.5,17191.99,18929.51,3785.9,15143.61
10660,1660,Traditional Handle,Others,2024-10-03,29394.76,13915.97,15478.8,3095.76,12383.04
11847,2847,Brass Khutti,Kadi,2024-10-03,26623.53,12933.97,13689.57,2737.91,10951.65
10663,1663,Gold Plated Handle,Knob,2024-10-03,22993.04,11315.79,11677.25,2335.45,9341.8
12072,3072,Brass Khutti,Kadi,2024-10-03,15234.1,6295.32,8938.78,1787.76,7151.02
10486,1486,Decorative Kadi,Others,2024-10-03,27246.75,15169.48,12077.27,2415.45,9661.82
13801,4801,Antique Handle,Accessories,2024-10-03,6738.88,2589.11,4149.77,829.95,3319.82
12652,3652,Economy Kadi,Knob,2024-10-03,28154.76,15013.22,13141.54,2628.31,10513.23
11791,2791,Profile Handle,Accessories,2024-10-03,19525.35,8008.68,11516.67,2303.33,9213.34
12728,3728,Designer Knob,Knob,2024-10-03,13856.48,6652.06,7204.41,1440.88,5763.53
14097,5097,Ultra Modern Handle,Handles,2024-10-03,34171.52,18344.22,15827.3,3165.46,12661.84
12771,3771,Tower Bolt,Knob,2024-10-03,15439.0,8490.73,6948.27,1389.65,5558.61
14274,5274,Designer Knob,Accessories,2024-10-03,16988.05,8433.42,8554.63,1710.93,6843.7
12778,3778,Sofa Leg,Accessories,2024-10-03,21736.26,10680.93,11055.33,2211.07,8844.26
10333,1333,Tower Bolt,Handles,2024-10-03,16855.94,7476.0,9379.95,1875.99,7503.96
14062,5062,Antique Handle,Accessories,2024-10-03,20613.94,7368.97,13244.96,2648.99,10595.97
12792,3792,Kadi Deluxe,Others,2024-10-03,5768.37,2680.36,3088.02,617.6,2470.41
12111,3111,Key Stand,Kadi,2024-10-03,6096.26,2854.37,3241.9,648.38,2593.52
14330,5330,Profile Handle,Kadi,2024-10-03,17244.37,8094.1,9150.27,1830.05,7320.21
12875,3875,Main Door Handle,Handles,2024-10-03,12983.11,7746.99,5236.12,1047.22,4188.9
10365,1365,Antique Handle,Kadi,2024-10-03,5282.96,2069.71,3213.26,642.65,2570.6
14392,5392,Antique Handle,Others,2024-10-03,24370.57,13830.33,10540.24,2108.05,8432.19
12251,3251,Tower Bolt,Kadi,2024-10-03,13854.99,7434.32,6420.67,1284.13,5136.54
12223,3223,Stainless Steel Knob,Knob,2024-10-03,29761.17,13213.94,16547.23,3309.45,13237.78
12221,3221,Khutti,Accessories,2024-10-03,12963.86,4850.27,8113.6,1622.72,6490.88
14430,5430,Main Door Handle,Accessories,2024-10-03,23193.67,8620.99,14572.68,2914.54,11658.15
10725,1725,Economy Kadi,Handles,2024-10-03,8883.47,3829.55,5053.92,1010.78,4043.14
12861,3861,Economy Kadi,Kadi,2024-10-03,7554.43,3326.54,4227.89,845.58,3382.31
12676,3676,Ultra Modern Handle,Accessories,2024-10-03,11215.87,5606.73,5609.15,1121.83,4487.32
10679,1679,Key Stand,Accessories,2024-10-03,45303.47,18472.08,26831.39,5366.28,21465.11
14984,5984,Stainless Steel Knob,Others,2024-10-03,9622.76,5420.73,4202.02,840.4,3361.62
10010,1010,Khutti,Others,2024-10-03,29918.35,15296.49,14621.87,2924.37,11697.5
11199,2199,Tower Bolt Premium,Knob,2024-10-03,12309.41,7091.53,5217.89,1043.58,4174.31
10006,1006,Traditional Handle,Accessories,2024-10-03,11557.88,3932.35,7625.54,1525.11,6100.43
14885,5885,Tower Bolt Premium,Kadi,2024-10-03,34997.95,16406.29,18591.65,3718.33,14873.32
11734,2734,Main Door Handle,Handles,2024-10-03,22630.65,9616.54,13014.11,2602.82,10411.29
14763,5763,Economy Kadi,Others,2024-10-04,7959.1,9550.92,3305.81,661.16,2644.65
13026,4026,Main Door Handle,Knob,2024-10-04,22514.81,11596.33,10918.48,2183.7,8734.78
12995,3995,Profile Handle,Accessories,2024-10-04,24120.69,10730.17,13390.52,2678.1,10712.41
14962,5962,Antique Handle,Accessories,2024-10-04,202377.17,14401.56,187975.61,37595.12,150380.48
10763,1763,Cross Knob,Kadi,2024-10-04,6917.55,2780.33,4137.22,827.44,3309.78
12896,3896,Key Stand,Accessories,2024-10-04,,11733.33,,0.0,
11981,2981,Antique Handle,Kadi,2024-10-04,26489.83,11985.23,14504.6,2900.92,11603.68
12003,3003,Sofa Leg,Kadi,2024-10-04,38991.1,21032.92,17958.19,3591.64,14366.55
10821,1821,Kadi Deluxe,Handles,2024-10-04,23847.38,13185.49,10661.89,2132.38,8529.52
12766,3766,Khutti,Handles,2024-10-04,35977.66,17664.43,18313.23,3662.65,14650.58
14104,5104,Designer Knob,Handles,2024-10-04,30369.1,13424.69,16944.41,3388.88,13555.53
10849,1849,KH-1239,Kadi,2024-10-04,20642.05,8803.52,11838.53,2367.71,9470.82
12618,3618,Antique Handle,Handles,2024-10-04,23402.28,13803.19,9599.09,1919.82,7679.27
12104,3104,Designer Knob,Handles,2024-10-04,12230.62,6744.36,5486.26,1097.25,4389.01
14202,5202,Economy Kadi,Others,2024-10-04,29272.99,17560.76,11712.22,2342.44,9369.78
11240,2240,Antique Handle,Kadi,2024-10-04,6133.14,2690.67,3442.47,688.49,2753.98
11267,2267,Tower Bolt,Handles,2024-10-04,34738.64,14165.11,20573.53,4114.71,16458.82
12215,3215,KH-1239,Knob,2024-10-04,17991.73,9877.97,8113.76,1622.75,6491.01
12349,3349,Stainless Steel Knob,Knob,2024-10-04,39527.05,19281.64,20245.41,4049.08,16196.33
12343,3343,Main Door Handle,Accessories,2024-10-04,42454.48,16993.62,25460.86,5092.17,20368.69
12340,3340,Profile Handle,Knob,2024-10-04,11539.21,6453.81,5085.4,1017.08,4068.32
10228,1228,Khutti,Kadi,2024-10-04,15528.22,6307.78,9220.44,1844.09,7376.35
10172,1172,Tower Bolt Premium,Others,2024-10-04,35700.55,19090.04,16610.51,3322.1,13288.41
10665,1665,Khutti,Handles,2024-10-04,17434.35,10131.25,7303.11,1460.62,5842.48
10788,1788,Sofa Leg,Others,2024-10-04,21242.46,12163.72,9078.74,1815.75,7262.99
11435,2435,Designer Knob,Knob,2024-10-04,7731.12,3216.5,4514.62,902.92,3611.69
11821,2821,Stainless Steel Knob,Knob,2024-10-04,30160.24,17538.01,12622.24,2524.45,10097.79
13468,4468,Sofa Leg,Others,2024-10-04,27285.23,16016.91,11268.32,2253.66,9014.66
13397,4397,Tower Bolt,Accessories,2024-10-04,12266.87,4871.88,7394.98,1479.0,5915.99
10539,1539,Tower Bolt,Handles,2024-10-04,35396.19,15842.07,19554.13,3910.83,15643.3
14727,5727,Main Door Handle,Handles,2024-10-04,0.0,,,0.0,
10627,1627,Gold Plated Handle,Knob,2024-10-04,14186.11,7323.61,6862.5,1372.5,5490.0
13515,4515,Ultra Modern Handle,Accessories,2024-10-04,39641.41,14732.52,24908.88,4981.78,19927.11
10617,1617,KH-1239,Knob,2024-10-04,13069.27,6910.07,6159.2,1231.84,4927.36
13634,4634,Profile Handle,Knob,2024-10-04,23027.11,11264.35,11762.76,2352.55,9410.21
14918,5918,Stainless Steel Knob,Others,2024-10-05,20898.02,8534.27,12363.74,2472.75,9890.99
12259,3259,Profile Handle,Others,2024-10-05,6823.12,3157.77,3665.36,733.07,2932.28
13488,4488,Tower Bolt,Handles,2024-10-05,16348.75,7709.4,8639.34,1727.87,6911.48
12277,3277,Tower Bolt Premium,Accessories,2024-10-05,14250.14,5612.63,8637.51,1727.5,6910.0
11350,2350,Main Door Handle,Others,2024-10-05,36713.91,18170.06,18543.86,3708.77,14835.08
12070,3070,Economy Kadi,Handles,2024-10-05,16404.54,6952.6,9451.94,1890.39,7561.56
14127,5127,Key Stand,Handles,2024-10-05,0.0,15963.86,-15963.86,0.0,-15963.86
11026,2026,Key Stand,Handles,2024-10-05,26069.57,13085.12,12984.45,2596.89,10387.56
11783,2783,Gold Plated Handle,Accessories,2024-10-05,36364.76,17742.29,18622.47,3724.49,14897.98
11756,2756,Tower Bolt,Handles,2024-10-05,14631.09,5939.0,8692.09,1738.42,6953.67
12365,3365,Decorative Kadi,Others,2024-10-05,13109.52,5748.57,7360.95,1472.19,5888.76
12615,3615,Tower Bolt Premium,Accessories,2024-10-05,8754.82,3034.23,5720.59,1144.12,4576.47
12094,3094,Ultra Modern Handle,Knob,2024-10-05,7585.46,3078.66,4506.8,901.36,3605.44
11370,2370,Traditional Handle,Kadi,2024-10-05,-30139.55,,,0.0,
11209,2209,Stainless Steel Knob,Kadi,2024-10-05,13114.58,5393.86,7720.72,1544.14,6176.58
14203,5203,Antique Handle,Handles,2024-10-05,5311.95,2230.52,3081.42,616.28,2465.14
10112,1112,Kadi Deluxe,Accessories,2024-10-05,28970.48,10330.39,18640.09,3728.02,14912.07
11053,2053,Tower Bolt Premium,Knob,2024-10-05,7251.33,3804.3,3447.03,689.41,2757.62
12522,3522,Traditional Handle,Handles,2024-10-05,19212.67,9588.86,9623.81,1924.76,7699.05
12515,3515,Tower Bolt,Others,2024-10-05,9603.38,5160.9,4442.48,888.5,3553.98
12498,3498,Profile Handle,Others,2024-10-05,37243.69,16409.79,20833.9,4166.78,16667.12
14864,5864,Gold Plated Handle,Accessories,2024-10-05,25267.73,10950.78,14316.96,2863.39,11453.56
13474,4474,Kadi Deluxe,Handles,2024-10-05,30343.4,16891.7,13451.7,2690.34,10761.36
11622,2622,Stainless Steel Knob,Knob,2024-10-05,32909.63,15530.56,17379.07,3475.81,13903.26
11706,2706,Cross Knob,Handles,2024-10-05,,17281.71,,0.0,
11158,2158,Khutti,Kadi,2024-10-05,24227.76,10188.58,14039.18,2807.84,11231.34
13903,4903,Khutti,Accessories,2024-10-05,44860.37,18891.94,25968.44,5193.69,20774.75
13054,4054,Tower Bolt Premium,Others,2024-10-05,36339.13,18809.89,17529.24,3505.85,14023.39
11965,2965,Key Stand,Accessories,2024-10-05,12659.35,5602.15,7057.2,1411.44,5645.76
12986,3986,KH-1239,Accessories,2024-10-05,28573.66,11714.46,16859.19,3371.84,13487.36
12846,3846,Sofa Leg,Others,2024-10-05,18637.96,11148.01,7489.94,1497.99,5991.95
11618,2618,Stainless Steel Knob,Others,2024-10-05,30547.05,18268.05,12278.99,2455.8,9823.2
10619,1619,Key Stand,Knob,2024-10-05,24633.48,10460.62,14172.85,2834.57,11338.28
11086,2086,Sofa Leg,Accessories,2024-10-05,,11164.44,,0.0,
14941,5941,Tower Bolt Premium,Handles,2024-10-05,8945.81,5198.74,3747.07,749.41,2997.65
14789,5789,Cross Knob,Handles,2024-10-05,22443.0,10524.14,11918.86,2383.77,9535.09
10348,1348,Cross Knob,Knob,2024-10-05,37161.6,17704.86,19456.74,3891.35,15565.39
14382,5382,Ultra Modern Handle,Knob,2024-10-06,19205.79,11207.15,7998.64,1599.73,6398.91
14871,5871,Tower Bolt,Kadi,2024-10-06,13144.79,6098.99,7045.8,1409.16,5636.64
10498,1498,Economy Kadi,Kadi,2024-10-06,25660.92,12772.22,12888.7,2577.74,10310.96
12256,3256,Stainless Steel Knob,Knob,2024-10-06,31431.55,15299.44,16132.11,3226.42,12905.69
11324,2324,Cross Knob,Handles,2024-10-06,33108.31,17397.05,15711.26,3142.25,12569.01
14995,5995,Profile Handle,Knob,2024-10-06,36215.63,19463.79,16751.84,3350.37,13401.47
10225,1225,Khutti,Accessories,2024-10-06,33350.08,14225.75,19124.33,3824.87,15299.46
13539,4539,Brass Khutti,Accessories,2024-10-06,26681.25,9562.4,17118.85,3423.77,13695.08
12298,3298,Sofa Leg,Knob,2024-10-06,33301.28,19597.8,13703.48,2740.7,10962.78
13846,4846,Gold Plated Handle,Others,2024-10-06,15705.03,6374.84,9330.19,1866.04,7464.16
10427,1427,Tower Bolt,Handles,2024-10-06,16334.78,8378.38,7956.4,1591.28,6365.12
10531,1531,Traditional Handle,Others,2024-10-06,25221.71,11754.23,13467.48,2693.5,10773.98
13111,4111,Tower Bolt,Others,2024-10-06,,14575.9,,0.0,
14093,5093,Main Door Handle,Kadi,2024-10-06,18511.09,7063.27,11447.81,2289.56,9158.25
14230,5230,Economy Kadi,Others,2024-10-06,18145.53,9295.39,8850.14,1770.03,7080.11
14027,5027,Traditional Handle,Accessories,2024-10-06,37125.31,13086.38,24038.93,4807.79,19231.14
12831,3831,Economy Kadi,Others,2024-10-06,39924.27,23070.05,16854.23,3370.85,13483.38
13827,4827,Economy Kadi,Kadi,2024-10-06,12091.66,4876.76,7214.9,1442.98,5771.92
12722,3722,Key Stand,Accessories,2024-10-06,36992.28,16896.35,20095.92,4019.18,16076.74
11287,2287,Profile Handle,Knob,2024-10-06,25274.37,11738.09,13536.29,2707.26,10829.03
12855,3855,Ultra Modern Handle,Handles,2024-10-06,21541.46,11921.7,9619.76,1923.95,7695.81
12867,3867,Cross Knob,Handles,2024-10-06,36161.0,16382.29,19778.71,3955.74,15822.97
11483,2483,Ultra Modern Handle,Handles,2024-10-06,5287.02,2238.43,3048.59,609.72,2438.87
13930,4930,Khutti,Kadi,2024-10-06,12859.9,6738.38,6121.52,1224.3,4897.22
13302,4302,Ultra Modern Handle,Handles,2024-10-06,24632.45,13019.2,11613.25,2322.65,9290.6
13513,4513,Khutti,Accessories,2024-10-06,9866.94,3588.76,6278.18,1255.64,5022.55
11314,2314,Economy Kadi,Handles,2024-10-06,33114.07,17979.9,15134.17,3026.83,12107.34
13939,4939,Ultra Modern Handle,Handles,2024-10-06,37776.91,21948.49,15828.42,3165.68,12662.74
12589,3589,Kadi Deluxe,Others,2024-10-06,29006.91,15817.81,13189.09,2637.82,10551.27
10281,1281,Tower Bolt,Others,2024-10-06,38479.39,21626.6,16852.79,3370.56,13482.23
12568,3568,Antique Handle,Handles,2024-10-06,36345.0,17241.74,19103.26,3820.65,15282.61
10799,1799,Key Stand,Others,2024-10-06,34259.46,19597.42,14662.04,2932.41,11729.63
12928,3928,Traditional Handle,Kadi,2024-10-06,5939.68,2183.99,3755.68,751.14,3004.55
14185,5185,Sofa Leg,Knob,2024-10-06,24004.59,10142.82,13861.77,2772.35,11089.42
10309,1309,Ultra Modern Handle,Handles,2024-10-06,32373.15,16416.54,15956.61,3191.32,12765.29
12692,3692,Kadi Deluxe,Accessories,2024-10-06,11508.56,4114.3,7394.27,1478.85,5915.41
12399,3399,Sofa Leg,Accessories,2024-10-06,36834.28,14448.9,22385.38,4477.08,17908.31
11236,2236,Decorative Kadi,Knob,2024-10-06,30339.45,14276.2,16063.25,3212.65,12850.6
10078,1078,Khutti,Accessories,2024-10-06,9422.58,3307.18,6115.4,1223.08,4892.32
11075,2075,Key Stand,Handles,2024-10-06,9561.49,3918.36,5643.13,1128.63,4514.51
14516,5516,Ultra Modern Handle,Accessories,2024-10-06,28342.85,13577.03,14765.82,2953.16,11812.66
14524,5524,Designer Knob,Handles,2024-10-06,39544.83,16862.8,22682.03,4536.41,18145.63
11022,2022,Antique Handle,Knob,2024-10-06,29760.92,17143.57,12617.35,2523.47,10093.88
11908,2908,Cross Knob,Handles,2024-10-06,16255.59,8856.71,7398.88,1479.78,5919.1
10194,1194,Kadi Deluxe,Kadi,2024-10-06,7997.02,4133.07,3863.96,772.79,3091.16
11828,2828,Stainless Steel Knob,Kadi,2024-10-06,10575.76,4096.06,6479.7,1295.94,5183.76
13643,4643,Stainless Steel Knob,Accessories,2024-10-07,8024.49,4009.6,4014.89,802.98,3211.92
11781,2781,Designer Knob,Knob,2024-10-07,27500.94,12373.34,15127.61,3025.52,12102.08
12079,3079,Decorative Kadi,Kadi,2024-10-07,37968.62,19937.82,18030.79,3606.16,14424.64
12700,3700,Main Door Handle,Others,2024-10-07,6564.86,3039.96,3524.9,704.98,2819.92
10483,1483,Khutti,Others,2024-10-07,28956.63,13248.07,15708.56,3141.71,12566.84
13523,4523,Tower Bolt Premium,Handles,2024-10-07,23334.51,13426.17,9908.34,1981.67,7926.67
10310,1310,Antique Handle,Knob,2024-10-07,33430.36,19833.12,13597.24,2719.45,10877.79
10825,1825,Tower Bolt,Accessories,2024-10-07,7830.99,3292.55,4538.44,907.69,3630.75
14071,5071,Khutti,Accessories,2024-10-07,45597.83,22660.73,22937.1,4587.42,18349.68
12803,3803,Key Stand,Accessories,2024-10-07,26695.94,10606.03,16089.91,3217.98,12871.92
12043,3043,Khutti,Handles,2024-10-07,32815.53,19174.38,13641.15,2728.23,10912.92
11106,2106,Khutti,Kadi,2024-10-07,11068.62,5215.26,5853.37,1170.67,4682.69
11974,2974,Tower Bolt,Knob,2024-10-07,22753.38,10959.17,11794.21,2358.84,9435.37
10573,1573,KH-1239,Kadi,2024-10-07,33796.74,15864.99,17931.75,3586.35,14345.4
13954,4954,Antique Handle,Knob,2024-10-07,11579.44,6012.83,5566.6,1113.32,4453.28
10028,1028,Traditional Handle,Accessories,2024-10-07,33121.9,11285.24,21836.66,4367.33,17469.33
10391,1391,KH-1239,Others,2024-10-07,15443.32,9156.39,6286.93,1257.39,5029.54
10279,1279,KH-1239,Others,2024-10-07,38246.46,17720.31,20526.15,4105.23,16420.92
13004,4004,Cross Knob,Others,2024-10-07,5893.33,2780.03,3113.3,622.66,2490.64
14637,5637,Designer Knob,Knob,2024-10-07,85068.5,9674.42,75394.09,15078.82,60315.27
11363,2363,Brass Khutti,Others,2024-10-07,28051.79,14291.22,13760.56,2752.11,11008.45
13837,4837,Main Door Handle,Others,2024-10-07,24423.0,9997.64,14425.36,2885.07,11540.29
11409,2409,Kadi Deluxe,Accessories,2024-10-07,6382.62,3069.44,3313.17,662.63,2650.54
13785,4785,Tower Bolt Premium,Knob,2024-10-07,16391.31,8533.34,7857.97,1571.59,6286.37
14679,5679,Traditional Handle,Knob,2024-10-07,15151.77,9015.61,6136.16,1227.23,4908.93
14687,5687,Main Door Handle,Knob,2024-10-07,18728.69,10909.9,7818.79,1563.76,6255.03
10614,1614,Tower Bolt,Others,2024-10-07,20076.64,10915.8,9160.84,1832.17,7328.67
13727,4727,KH-1239,Knob,2024-10-07,28793.14,14327.35,14465.79,2893.16,11572.63
14993,5993,Profile Handle,Kadi,2024-10-07,13607.8,5735.88,7871.93,1574.39,6297.54
11506,2506,Brass Khutti,Kadi,2024-10-07,27760.75,11823.36,15937.39,3187.48,12749.91
14583,5583,Antique Handle,Handles,2024-10-07,20589.04,9031.0,11558.04,2311.61,9246.43
14306,5306,Traditional Handle,Kadi,2024-10-07,12936.54,6135.38,6801.15,1360.23,5440.92
10074,1074,Main Door Handle,Others,2024-10-07,13886.95,7178.14,6708.81,1341.76,5367.05
12424,3424,Designer Knob,Accessories,2024-10-07,18088.42,7452.23,10636.19,2127.24,8508.95
12193,3193,Decorative Kadi,Accessories,2024-10-07,18575.34,7455.29,11120.05,2224.01,8896.04
12246,3246,Key Stand,Kadi,2024-10-07,17538.46,9191.72,8346.74,1669.35,6677.39
12367,3367,Designer Knob,Kadi,2024-10-07,12691.58,5398.47,7293.11,1458.62,5834.48
10357,1357,Tower Bolt Premium,Others,2024-10-08,30882.86,15686.67,15196.19,3039.24,12156.95
14578,5578,Economy Kadi,Knob,2024-10-08,19015.58,9370.62,9644.96,1928.99,7715.97
10805,1805,Cross Knob,Accessories,2024-10-08,7015.48,3035.59,3979.89,795.98,3183.91
14316,5316,Khutti,Accessories,2024-10-08,24069.6,11953.77,12115.83,2423.17,9692.66
13647,4647,Designer Knob,Knob,2024-10-08,30105.36,15588.92,14516.44,2903.29,11613.16
12060,3060,Designer Knob,Handles,2024-10-08,16848.73,8720.86,8127.87,1625.57,6502.3
11531,2531,Gold Plated Handle,Handles,2024-10-08,34731.73,16454.09,18277.64,3655.53,14622.11
10950,1950,Tower Bolt,Kadi,2024-10-08,19806.27,8963.34,10842.93,2168.59,8674.34
12706,3706,Economy Kadi,Others,2024-10-08,30105.17,17692.29,12412.89,2482.58,9930.31
10329,1329,Profile Handle,Handles,2024-10-08,26907.66,15076.05,11831.6,2366.32,9465.28
10030,1030,Kadi Deluxe,Accessories,2024-10-08,25832.31,12516.79,13315.52,2663.1,10652.42
10536,1536,Antique Handle,Knob,2024-10-08,11676.4,4729.3,6947.1,1389.42,5557.68
12925,3925,Traditional Handle,Kadi,2024-10-08,14874.97,7897.53,6977.45,1395.49,5581.96
13747,4747,Economy Kadi,Knob,2024-10-08,19807.06,10757.43,9049.63,1809.93,7239.7
13419,4419,Sofa Leg,Kadi,2024-10-08,34115.31,16272.24,17843.07,3568.61,14274.45
