Operation_ID,Stock_ID,Item_Name,Category,Date,Orders_Processed,Employee_Efficiency_Percentage,Machine_Downtime_Hours,Delayed_Orders,Returned_Orders
21685,2685,Gold Plated Handle,Kadi,2024-10-02,49.0,78.7,7.0,6,2.0
24532,5532,Tower Bolt Premium,Handles,2024-10-02,64.0,28.4,13.6,4,4.0
24599,5599,Antique Handle,Accessories,2024-10-02,-28.0,79.4,10.5,1,1.0
24655,5655,Key Stand,Kadi,2024-10-02,113.0,77.7,10.1,11,2.0
21740,2740,Traditional Handle,Kadi,2024-10-02,28.0,90.9,9.0,1,1.0
24711,5711,Stainless Steel Knob,Kadi,2024-10-02,96.0,84.3,8.3,6,3.0
21264,2264,Cross Knob,Knob,2024-10-02,187.0,74.9,2.1,25,4.0
21282,2282,Tower Bolt,Accessories,2024-10-02,194.0,83.6,13.4,13,5.0
20102,1102,KH-1239,Others,2024-10-02,191.0,71.0,,13,12.0
20706,1706,Main Door Handle,Handles,2024-10-02,35.0,68.1,16.8,3,2.0
23048,4048,Antique Handle,Knob,2024-10-02,139.0,85.0,2.3,8,7.0
22897,3897,Profile Handle,Accessories,2024-10-02,40.0,79.0,7.4,3,1.0
23810,4810,KH-1239,Knob,2024-10-02,100.0,84.4,7.2,10,4.0
20628,1628,Traditional Handle,Others,2024-10-02,101.0,94.6,3.8,11,7.0
23867,4867,Khutti,Others,2024-10-02,142.0,71.7,3.3,21,5.0
24019,5019,Traditional Handle,Accessories,2024-10-02,42.0,84.7,12.7,3,1.0
23322,4322,Stainless Steel Knob,Others,2024-10-02,89.0,88.4,,6,6.0
23437,4437,Ultra Modern Handle,Handles,2024-10-02,150.0,68.3,16.5,16,4.0
23276,4276,Gold Plated Handle,Others,2024-10-02,123.0,82.3,14.8,9,7.0
23527,4527,Khutti,Accessories,2024-10-02,117.0,70.5,6.4,10,7.0
20862,1862,Sofa Leg,Knob,2024-10-02,120.0,90.2,8.8,10,8.0
24108,5108,Main Door Handle,Accessories,2024-10-02,199.0,82.7,14.0,23,5.0
22754,3754,Stainless Steel Knob,Others,2024-10-02,77.0,90.0,10.3,7,6.0
23101,4101,Traditional Handle,Accessories,2024-10-02,199.0,77.5,10.4,20,13.0
21897,2897,Cross Knob,Accessories,2024-10-03,104.0,89.8,11.3,9,6.0
21898,2898,Key Stand,Accessories,2024-10-03,134.0,90.2,9.9,13,4.0
24731,5731,Brass Khutti,Knob,2024-10-03,115.0,81.6,4.9,6,5.0
21956,2956,KH-1239,Accessories,2024-10-03,86.0,70.0,4.5,7,6.0
23524,4524,Cross Knob,Others,2024-10-03,60.0,84.5,12.2,6,3.0
20135,1135,Tower Bolt Premium,Accessories,2024-10-03,64.0,80.8,10.7,9,3.0
21800,2800,Decorative Kadi,Others,2024-10-03,64.0,73.5,6.0,7,4.0
20645,1645,Key Stand,Knob,2024-10-03,167.0,79.2,3.4,13,5.0
20660,1660,Traditional Handle,Others,2024-10-03,124.0,87.9,2.8,7,4.0
21847,2847,Brass Khutti,Kadi,2024-10-03,108.0,78.0,2.3,11,6.0
20663,1663,Gold Plated Handle,Knob,2024-10-03,132.0,81.1,4.5,11,8.0
22072,3072,Brass Khutti,Kadi,2024-10-03,115.0,95.6,2.6,6,3.0
20486,1486,Decorative Kadi,Others,2024-10-03,67.0,74.9,11.2,8,4.0
23801,4801,Antique Handle,Accessories,2024-10-03,160.0,72.8,10.0,14,12.0
22652,3652,Economy Kadi,Knob,2024-10-03,124.0,72.6,8.8,11,4.0
21791,2791,Profile Handle,Accessories,2024-10-03,73.0,77.1,11.4,9,2.0
22728,3728,Designer Knob,Knob,2024-10-03,20.0,80.7,7.8,2,1.0
24097,5097,Ultra Modern Handle,Handles,2024-10-03,177.0,85.3,14.4,25,3.0
22771,3771,Tower Bolt,Knob,2024-10-03,50.0,78.4,7.1,6,3.0
24274,5274,Designer Knob,Accessories,2024-10-03,24.0,85.0,12.3,1,1.0
22778,3778,Sofa Leg,Accessories,2024-10-03,71.0,84.7,8.4,5,3.0
20333,1333,Tower Bolt,Handles,2024-10-03,182.0,83.1,19.1,23,5.0
24062,5062,Antique Handle,Accessories,2024-10-03,28.0,78.2,8.7,3,0.0
22792,3792,Kadi Deluxe,Others,2024-10-03,71.0,80.6,6.4,10,5.0
22111,3111,Key Stand,Kadi,2024-10-03,116.0,88.9,7.7,13,7.0
24330,5330,Profile Handle,Kadi,2024-10-03,192.0,79.1,7.7,22,9.0
22875,3875,Main Door Handle,Handles,2024-10-03,47.0,79.9,17.9,3,2.0
20365,1365,Antique Handle,Kadi,2024-10-03,86.0,104.3,7.2,12,2.0
24392,5392,Antique Handle,Others,2024-10-03,79.0,75.2,11.1,8,4.0
22251,3251,Tower Bolt,Kadi,2024-10-03,29.0,91.2,2.0,4,2.0
22223,3223,Stainless Steel Knob,Knob,2024-10-03,145.0,95.0,12.6,9,6.0
22221,3221,Khutti,Accessories,2024-10-03,194.0,83.8,12.9,11,14.0
24430,5430,Main Door Handle,Accessories,2024-10-03,93.0,82.3,4.5,12,6.0
20725,1725,Economy Kadi,Handles,2024-10-03,178.0,66.3,11.9,9,5.0
22861,3861,Economy Kadi,Kadi,2024-10-03,109.0,93.7,2.2,12,6.0
22676,3676,Ultra Modern Handle,Accessories,2024-10-03,114.0,75.6,8.0,10,3.0
20679,1679,Key Stand,Accessories,2024-10-03,22.0,76.0,12.0,1,0.0
24984,5984,Stainless Steel Knob,Others,2024-10-03,185.0,89.3,2.3,11,13.0
20010,1010,Khutti,Others,2024-10-03,69.0,82.6,14.9,5,1.0
21199,2199,Tower Bolt Premium,Knob,2024-10-03,122.0,,4.9,14,9.0
20006,1006,Traditional Handle,Accessories,2024-10-03,167.0,70.2,13.6,22,5.0
24885,5885,Tower Bolt Premium,Kadi,2024-10-03,77.0,98.1,3.1,9,2.0
21734,2734,Main Door Handle,Handles,2024-10-03,64.0,69.7,8.5,4,3.0
24763,5763,Economy Kadi,Others,2024-10-04,74.0,92.3,2.6,10,5.0
23026,4026,Main Door Handle,Knob,2024-10-04,199.0,76.1,12.3,21,15.0
22995,3995,Profile Handle,Accessories,2024-10-04,138.0,76.1,13.7,12,4.0
24962,5962,Antique Handle,Accessories,2024-10-04,69.0,75.0,14.3,4,2.0
20763,1763,Cross Knob,Kadi,2024-10-04,102.0,97.9,3.5,14,2.0
22896,3896,Key Stand,Accessories,2024-10-04,157.0,79.5,9.3,20,4.0
21981,2981,Antique Handle,Kadi,2024-10-04,26.0,87.7,4.5,3,2.0
22003,3003,Sofa Leg,Kadi,2024-10-04,195.0,95.5,1.4,13,10.0
20821,1821,Kadi Deluxe,Handles,2024-10-04,25.0,72.0,8.5,1,0.0
22766,3766,Khutti,Handles,2024-10-04,136.0,74.4,15.3,15,4.0
24104,5104,Designer Knob,Handles,2024-10-04,32.0,80.4,17.4,3,1.0
20849,1849,KH-1239,Kadi,2024-10-04,171.0,89.8,8.4,15,8.0
22618,3618,Antique Handle,Handles,2024-10-04,22.0,83.0,12.3,3,0.0
22104,3104,Designer Knob,Handles,2024-10-04,83.0,85.2,17.4,7,6.0
24202,5202,Economy Kadi,Others,2024-10-04,163.0,88.0,8.4,18,6.0
21240,2240,Antique Handle,Kadi,2024-10-04,,89.7,4.9,2,1.0
21267,2267,Tower Bolt,Handles,2024-10-04,105.0,68.3,15.6,13,5.0
22215,3215,KH-1239,Knob,2024-10-04,126.0,89.4,,10,7.0
22349,3349,Stainless Steel Knob,Knob,2024-10-04,64.0,86.0,14.6,8,4.0
22343,3343,Main Door Handle,Accessories,2024-10-04,88.0,71.2,13.8,10,2.0
22340,3340,Profile Handle,Knob,2024-10-04,130.0,88.4,7.2,17,4.0
20228,1228,Khutti,Kadi,2024-10-04,81.0,95.6,1.6,8,4.0
20172,1172,Tower Bolt Premium,Others,2024-10-04,185.0,82.5,11.0,12,12.0
20665,1665,Khutti,Handles,2024-10-04,162.0,74.2,20.7,18,12.0
20788,1788,Sofa Leg,Others,2024-10-04,188.0,88.7,2.6,10,9.0
21435,2435,Designer Knob,Knob,2024-10-04,81.0,74.8,4.7,8,2.0
21821,2821,Stainless Steel Knob,Knob,2024-10-04,181.0,71.9,3.2,17,12.0
23468,4468,Sofa Leg,Others,2024-10-04,138.0,85.3,5.8,16,5.0
23397,4397,Tower Bolt,Accessories,2024-10-04,142.0,84.2,3.3,13,8.0
20539,1539,Tower Bolt,Handles,2024-10-04,48.0,75.0,17.3,7,3.0
24727,5727,Main Door Handle,Handles,2024-10-04,183.0,71.6,7.9,20,12.0
20627,1627,Gold Plated Handle,Knob,2024-10-04,62.0,74.3,2.4,6,4.0
23515,4515,Ultra Modern Handle,Accessories,2024-10-04,64.0,79.6,10.2,8,2.0
20617,1617,KH-1239,Knob,2024-10-04,167.0,88.7,4.4,9,7.0
23634,4634,Profile Handle,Knob,2024-10-04,116.0,78.2,4.6,16,4.0
24918,5918,Stainless Steel Knob,Others,2024-10-05,183.0,94.9,13.4,15,219.6
22259,3259,Profile Handle,Others,2024-10-05,151.0,82.3,8.5,20,11.0
23488,4488,Tower Bolt,Handles,2024-10-05,147.0,84.4,16.2,12,7.0
22277,3277,Tower Bolt Premium,Accessories,2024-10-05,115.0,73.6,6.4,7,5.0
21350,2350,Main Door Handle,Others,2024-10-05,193.0,82.7,6.4,14,13.0
22070,3070,Economy Kadi,Handles,2024-10-05,103.0,64.7,16.3,12,3.0
24127,5127,Key Stand,Handles,2024-10-05,180.0,73.4,10.2,15,4.0
21026,2026,Key Stand,Handles,2024-10-05,77.0,79.8,7.4,4,2.0
21783,2783,Gold Plated Handle,Accessories,2024-10-05,98.0,94.7,4.8,7,4.0
21756,2756,Tower Bolt,Handles,2024-10-05,21.0,73.2,18.3,1,0.0
22365,3365,Decorative Kadi,Others,2024-10-05,23.0,74.6,5.4,1,1.0
22615,3615,Tower Bolt Premium,Accessories,2024-10-05,182.0,73.4,6.9,10,6.0
22094,3094,Ultra Modern Handle,Knob,2024-10-05,101.0,80.6,2.3,10,4.0
21370,2370,Traditional Handle,Kadi,2024-10-05,,102.0,6.0,24,9.0
21209,2209,Stainless Steel Knob,Kadi,2024-10-05,132.0,95.2,7.6,13,9.0
24203,5203,Antique Handle,Handles,2024-10-05,50.0,78.0,21.2,4,3.0
20112,1112,Kadi Deluxe,Accessories,2024-10-05,167.0,89.2,13.6,12,6.0
21053,2053,Tower Bolt Premium,Knob,2024-10-05,176.0,70.9,12.8,13,11.0
22522,3522,Traditional Handle,Handles,2024-10-05,56.0,71.2,9.2,4,4.0
22515,3515,Tower Bolt,Others,2024-10-05,56.0,91.6,3.1,4,4.0
22498,3498,Profile Handle,Others,2024-10-05,105.0,88.6,14.0,11,2.0
24864,5864,Gold Plated Handle,Accessories,2024-10-05,117.0,93.8,6.7,6,8.0
23474,4474,Kadi Deluxe,Handles,2024-10-05,76.0,72.2,5.8,8,2.0
21622,2622,Stainless Steel Knob,Knob,2024-10-05,32.0,81.8,14.3,1,1.0
21706,2706,Cross Knob,Handles,2024-10-05,37.0,69.3,16.1,2,1.0
21158,2158,Khutti,Kadi,2024-10-05,121.0,78.3,10.2,13,8.0
23903,4903,Khutti,Accessories,2024-10-05,112.0,94.4,8.1,6,3.0
23054,4054,Tower Bolt Premium,Others,2024-10-05,162.0,81.0,5.9,18,12.0
21965,2965,Key Stand,Accessories,2024-10-05,159.0,73.1,9.2,8,10.0
22986,3986,KH-1239,Accessories,2024-10-05,131.0,75.1,2.5,10,7.0
22846,3846,Sofa Leg,Others,2024-10-05,134.0,84.6,,7,5.0
21618,2618,Stainless Steel Knob,Others,2024-10-05,152.0,81.8,12.3,15,9.0
20619,1619,Key Stand,Knob,2024-10-05,69.0,72.1,10.6,10,2.0
21086,2086,Sofa Leg,Accessories,2024-10-05,179.0,71.4,7.0,11,9.0
24941,5941,Tower Bolt Premium,Handles,2024-10-05,74.0,84.3,20.3,6,3.0
24789,5789,Cross Knob,Handles,2024-10-05,168.0,73.3,12.1,21,10.0
20348,1348,Cross Knob,Knob,2024-10-05,162.0,74.0,8.5,16,6.0
24382,5382,Ultra Modern Handle,Knob,2024-10-06,160.0,85.6,13.2,12,6.0
24871,5871,Tower Bolt,Kadi,2024-10-06,170.0,86.8,7.2,24,6.0
20498,1498,Economy Kadi,Kadi,2024-10-06,175.0,92.9,8.1,11,7.0
22256,3256,Stainless Steel Knob,Knob,2024-10-06,153.0,86.2,14.6,15,11.0
21324,2324,Cross Knob,Handles,2024-10-06,127.0,107.3,13.4,11,6.0
24995,5995,Profile Handle,Knob,2024-10-06,187.0,88.4,11.0,25,7.0
20225,1225,Khutti,Accessories,2024-10-06,126.0,87.7,9.8,18,8.0
23539,4539,Brass Khutti,Accessories,2024-10-06,68.0,86.5,5.9,6,2.0
22298,3298,Sofa Leg,Knob,2024-10-06,183.0,72.1,10.6,14,12.0
23846,4846,Gold Plated Handle,Others,2024-10-06,172.0,74.8,9.7,12,4.0
20427,1427,Tower Bolt,Handles,2024-10-06,53.0,73.9,22.4,5,1.0
20531,1531,Traditional Handle,Others,2024-10-06,109.0,73.0,13.0,10,4.0
23111,4111,Tower Bolt,Others,2024-10-06,185.0,82.9,11.2,24,11.0
24093,5093,Main Door Handle,Kadi,2024-10-06,189.0,84.2,,21,7.0
24230,5230,Economy Kadi,Others,2024-10-06,100.0,89.4,8.0,7,7.0
24027,5027,Traditional Handle,Accessories,2024-10-06,173.0,94.2,6.4,10,10.0
22831,3831,Economy Kadi,Others,2024-10-06,126.0,79.5,14.3,16,9.0
23827,4827,Economy Kadi,Kadi,2024-10-06,148.0,82.1,3.7,9,7.0
22722,3722,Key Stand,Accessories,2024-10-06,66.0,,2.8,6,1.0
21287,2287,Profile Handle,Knob,2024-10-06,42.0,87.1,7.2,2,2.0
22855,3855,Ultra Modern Handle,Handles,2024-10-06,50.0,84.5,6.4,3,3.0
22867,3867,Cross Knob,Handles,2024-10-06,164.0,76.4,3.8,19,9.0
21483,2483,Ultra Modern Handle,Handles,2024-10-06,107.0,83.8,20.5,13,4.0
23930,4930,Khutti,Kadi,2024-10-06,196.0,102.7,2.9,24,6.0
23302,4302,Ultra Modern Handle,Handles,2024-10-06,57.0,66.5,11.9,6,1.0
23513,4513,Khutti,Accessories,2024-10-06,105.0,91.8,5.8,8,8.0
21314,2314,Economy Kadi,Handles,2024-10-06,173.0,77.0,22.1,19,4.0
23939,4939,Ultra Modern Handle,Handles,2024-10-06,43.0,68.4,16.4,2,1.0
22589,3589,Kadi Deluxe,Others,2024-10-06,41.0,93.4,14.8,4,2.0
20281,1281,Tower Bolt,Others,2024-10-06,58.0,83.5,10.2,5,2.0
22568,3568,Antique Handle,Handles,2024-10-06,50.0,77.5,14.9,5,2.0
20799,1799,Key Stand,Others,2024-10-06,43.0,82.8,14.6,4,1.0
22928,3928,Traditional Handle,Kadi,2024-10-06,152.0,98.4,2.5,9,10.0
24185,5185,Sofa Leg,Knob,2024-10-06,145.0,82.7,5.8,8,8.0
20309,1309,Ultra Modern Handle,Handles,2024-10-06,111.0,77.8,11.0,6,7.0
22692,3692,Kadi Deluxe,Accessories,2024-10-06,48.0,73.6,29.6,5,2.0
22399,3399,Sofa Leg,Accessories,2024-10-06,45.0,82.5,14.3,2,1.0
21236,2236,Decorative Kadi,Knob,2024-10-06,45.0,80.7,8.5,6,2.0
20078,1078,Khutti,Accessories,2024-10-06,98.0,76.1,11.3,8,4.0
21075,2075,Key Stand,Handles,2024-10-06,46.0,75.3,11.6,5,2.0
24516,5516,Ultra Modern Handle,Accessories,2024-10-06,172.0,78.9,11.0,8,3.0
24524,5524,Designer Knob,Handles,2024-10-06,57.0,74.6,14.2,6,3.0
21022,2022,Antique Handle,Knob,2024-10-06,34.0,88.3,13.9,2,1.0
21908,2908,Cross Knob,Handles,2024-10-06,138.0,81.3,9.4,16,10.0
20194,1194,Kadi Deluxe,Kadi,2024-10-06,59.0,80.9,4.6,3,1.0
21828,2828,Stainless Steel Knob,Kadi,2024-10-06,57.0,90.7,7.8,4,3.0
23643,4643,Stainless Steel Knob,Accessories,2024-10-07,198.0,89.3,,16,9.0
21781,2781,Designer Knob,Knob,2024-10-07,155.0,90.9,6.2,11,9.0
22079,3079,Decorative Kadi,Kadi,2024-10-07,125.0,96.2,6.6,10,6.0
22700,3700,Main Door Handle,Others,2024-10-07,107.0,84.2,5.2,5,4.0
20483,1483,Khutti,Others,2024-10-07,74.0,80.4,9.1,10,4.0
23523,4523,Tower Bolt Premium,Handles,2024-10-07,112.0,72.6,20.6,9,4.0
20310,1310,Antique Handle,Knob,2024-10-07,144.0,74.8,11.3,17,5.0
20825,1825,Tower Bolt,Accessories,2024-10-07,187.0,72.2,4.5,21,11.0
24071,5071,Khutti,Accessories,2024-10-07,115.0,74.6,6.3,15,3.0
22803,3803,Key Stand,Accessories,2024-10-07,175.0,94.8,7.6,24,13.0
22043,3043,Khutti,Handles,2024-10-07,25.0,76.5,7.1,3,0.0
21106,2106,Khutti,Kadi,2024-10-07,157.0,90.7,10.3,14,4.0
21974,2974,Tower Bolt,Knob,2024-10-07,97.0,78.7,2.8,8,6.0
20573,1573,KH-1239,Kadi,2024-10-07,179.0,100.0,9.4,26,13.0
23954,4954,Antique Handle,Knob,2024-10-07,158.0,79.6,9.1,12,7.0
20028,1028,Traditional Handle,Accessories,2024-10-07,41.0,85.3,8.6,5,0.0
20391,1391,KH-1239,Others,2024-10-07,79.0,88.5,8.8,9,6.0
20279,1279,KH-1239,Others,2024-10-07,124.0,83.4,6.9,17,8.0
23004,4004,Cross Knob,Others,2024-10-07,41.0,89.5,14.2,3,3.0
24637,5637,Designer Knob,Knob,2024-10-07,56.0,92.4,7.1,4,1.0
21363,2363,Brass Khutti,Others,2024-10-07,42.0,71.5,4.4,5,1.0
23837,4837,Main Door Handle,Others,2024-10-07,124.0,86.8,6.4,6,8.0
21409,2409,Kadi Deluxe,Accessories,2024-10-07,98.0,90.3,6.1,11,2.0
23785,4785,Tower Bolt Premium,Knob,2024-10-07,83.0,77.3,10.1,4,1.0
24679,5679,Traditional Handle,Knob,2024-10-07,29.0,81.2,11.5,2,0.0
24687,5687,Main Door Handle,Knob,2024-10-07,135.0,81.1,3.2,15,6.0
20614,1614,Tower Bolt,Others,2024-10-07,173.0,87.1,7.8,19,7.0
23727,4727,KH-1239,Knob,2024-10-07,183.0,72.1,4.8,15,5.0
24993,5993,Profile Handle,Kadi,2024-10-07,68.0,93.0,3.5,7,1.0
21506,2506,Brass Khutti,Kadi,2024-10-07,139.0,78.0,9.0,20,8.0
24583,5583,Antique Handle,Handles,2024-10-07,,67.8,3.8,24,3.0
24306,5306,Traditional Handle,Kadi,2024-10-07,132.0,92.1,4.8,10,9.0
20074,1074,Main Door Handle,Others,2024-10-07,38.0,88.5,5.3,1,2.0
22424,3424,Designer Knob,Accessories,2024-10-07,150.0,88.1,3.9,8,5.0
22193,3193,Decorative Kadi,Accessories,2024-10-07,190.0,91.3,7.6,15,9.0
22246,3246,Key Stand,Kadi,2024-10-07,0.0,0.0,,0,0.0
22367,3367,Designer Knob,Kadi,2024-10-07,130.0,93.8,6.5,13,4.0
20357,1357,Tower Bolt Premium,Others,2024-10-08,163.0,84.8,6.9,12,11.0
24578,5578,Economy Kadi,Knob,2024-10-08,191.0,86.2,7.6,22,13.0
20805,1805,Cross Knob,Accessories,2024-10-08,174.0,,2.5,18,9.0
24316,5316,Khutti,Accessories,2024-10-08,66.0,79.0,13.2,5,4.0
23647,4647,Designer Knob,Knob,2024-10-08,85.0,85.6,5.5,10,5.0
22060,3060,Designer Knob,Handles,2024-10-08,110.0,65.1,12.7,16,4.0
21531,2531,Gold Plated Handle,Handles,2024-10-08,74.0,72.2,15.0,10,1.0
20950,1950,Tower Bolt,Kadi,2024-10-08,48.0,91.4,8.7,4,2.0
22706,3706,Economy Kadi,Others,2024-10-08,164.0,72.2,7.4,21,10.0
20329,1329,Profile Handle,Handles,2024-10-08,102.0,69.9,3.1,7,5.0
20030,1030,Kadi Deluxe,Accessories,2024-10-08,75.0,85.3,9.0,9,4.0
20536,1536,Antique Handle,Knob,2024-10-08,192.0,88.5,6.4,28,9.0
22925,3925,Traditional Handle,Kadi,2024-10-08,162.0,84.8,7.3,21,10.0
23747,4747,Economy Kadi,Knob,2024-10-08,197.0,80.8,5.3,16,11.0
23419,4419,Sofa Leg,Kadi,2024-10-08,70.0,83.2,7.6,5,2.0
23699,4699,Brass Khutti,Others,2024-10-08,116.0,92.8,6.9,13,3.0
22317,3317,Traditional Handle,Kadi,2024-10-08,99.0,78.5,10.3,6,2.0
23806,4806,Khutti,Handles,2024-10-08,136.0,71.3,17.4,8,3.0
21410,2410,Main Door Handle,Handles,2024-10-08,98.0,66.5,17.1,8,6.0
21681,2681,Designer Knob,Accessories,2024-10-08,195.0,87.2,9.5,25,15.0
24702,5702,Tower Bolt Premium,Knob,2024-10-08,88.0,72.6,3.3,12,5.0
23119,4119,Main Door Handle,Accessories,2024-10-08,169.0,71.9,13.5,14,4.0
21332,2332,Khutti,Kadi,2024-10-08,128.0,,2.4,9,4.0
21330,2330,Traditional Handle,Kadi,2024-10-08,127.0,77.0,2.3,11,6.0
20408,1408,Traditional Handle,Others,2024-10-08,25.0,85.7,8.5,3,1.0
21177,2177,Main Door Handle,Handles,2024-10-08,114.0,67.9,3.9,6,2.0
20385,1385,Ultra Modern Handle,Kadi,2024-10-08,139.0,78.8,4.7,20,4.0
23449,4449,Brass Khutti,Accessories,2024-10-08,152.0,81.8,10.6,21,10.0
24500,5500,Brass Khutti,Accessories,2024-10-08,180.0,90.9,4.1,23,9.0
23417,4417,Main Door Handle,Kadi,2024-10-08,129.0,102.9,8.7,16,6.0
24233,5233,Brass Khutti,Kadi,2024-10-08,61.0,102.1,5.6,8,2.0
22624,3624,Tower Bolt Premium,Others,2024-10-08,66.0,93.3,9.4,9,5.0
21043,2043,Gold Plated Handle,Knob,2024-10-08,88.0,71.7,2.5,4,5.0
21797,2797,Ultra Modern Handle,Others,2024-10-08,169.0,92.7,12.9,18,9.0
22139,3139,Brass Khutti,Handles,2024-10-08,116.0,75.3,5.2,6,3.0
22528,3528,Key Stand,Knob,2024-10-08,61.0,93.5,12.6,6,2.0
24483,5483,Economy Kadi,Kadi,2024-10-08,45.0,98.8,5.2,6,3.0
24811,5811,KH-1239,Handles,2024-10-08,38.0,85.0,11.4,2,2.0
22170,3170,Antique Handle,Handles,2024-10-08,135.0,84.3,11.6,15,5.0
21548,2548,Traditional Handle,Handles,2024-10-08,95.0,83.0,15.4,6,7.0
21276,2276,Stainless Steel Knob,Handles,2024-10-08,151.0,69.8,17.3,12,11.0
21810,2810,Economy Kadi,Accessories,2024-10-09,25.0,94.9,12.5,1,1.0
21253,2253,Gold Plated Handle,Handles,2024-10-09,135.0,65.2,9.8,18,3.0
24470,5470,Key Stand,Others,2024-10-09,165.0,,4.1,13,5.0
20675,1675,Decorative Kadi,Kadi,2024-10-09,124.0,89.1,7.5,7,8.0
22972,3972,Main Door Handle,Others,2024-10-09,89.0,77.0,7.7,10,5.0
20148,1148,KH-1239,Accessories,2024-10-09,141.0,71.5,6.5,13,5.0
22979,3979,Designer Knob,Handles,2024-10-09,0.0,0.0,24.0,0,0.0
23849,4849,KH-1239,Kadi,2024-10-09,136.0,85.8,4.8,11,10.0
24559,5559,Stainless Steel Knob,Knob,2024-10-09,115.0,93.6,2.5,12,4.0
21515,2515,Kadi Deluxe,Others,2024-10-09,,71.8,8.5,2,2.0
23866,4866,Antique Handle,Accessories,2024-10-09,106.0,74.3,14.6,7,3.0
22955,3955,Decorative Kadi,Others,2024-10-09,191.0,70.3,13.4,24,6.0
20108,1108,KH-1239,Knob,2024-10-09,49.0,75.5,12.6,2,2.0
24468,5468,Tower Bolt,Others,2024-10-09,96.0,73.5,8.1,8,4.0
22823,3823,KH-1239,Handles,2024-10-09,31.0,73.5,,1,1.0
24968,5968,Antique Handle,Knob,2024-10-09,196.0,71.9,12.4,13,12.0
21587,2587,Khutti,Kadi,2024-10-09,191.0,77.1,7.7,25,6.0
